last_scraped,name,neighbourhood_cleansed,latitude,longitude,price
9/22/2022,"Recámaras en renta casa habitación, cerca S. Fe.",Álvaro Obregón,19.32571,-99.26307,$246.00 
9/23/2022,Cosmo Apartment Wooden Vibe,Miguel Hidalgo,19.45763,-99.19495,"$1,279.00 "
9/22/2022,My loft mx,Gustavo A. Madero,19.51698,-99.13507,$800.00 
9/23/2022,Beautifully decorated in Roma N. Great Location!,Cuauhtémoc,19.42098,-99.16694,"$1,160.00 "
9/22/2022,Casa Paseo Acoxpa. Cuarto 4. PA,Tlalpan,19.29719,-99.13592,$335.00 
9/22/2022,"Foro Sol, Aeropuerto. Recámara cómoda.",Iztacalco,19.40707,-99.07554,$500.00 
9/22/2022,Cabaña romántica en hermosa granja campestre.,Xochimilco,19.20667,-99.10101,"$2,200.00 "
9/22/2022,★ NEW & ALL YOURS ★ NEAR DTWN!,Benito Juárez,19.38664,-99.1446,$753.00 
9/22/2022,Amazing Loft at Old Factory & 360° Green Rooftop,Cuauhtémoc,19.45272,-99.15439,"$1,100.00 "
9/23/2022,Depto céntrico ideal para trabajo y turismo!,Cuauhtémoc,19.43234,-99.16988,$800.00 
9/23/2022,U-Co Juarez (Capsule in FEMALE only Dorm),Cuauhtémoc,19.42437,-99.1613,$473.00 
9/23/2022,Digital Nomad Community - Private Room,Cuauhtémoc,19.4251,-99.16058,$698.00 
9/23/2022,Hermosa Habitación cerca del Monu. a la Revolución,Cuauhtémoc,19.43534,-99.15176,$711.00 
9/22/2022,Casa llena de vida en la Ciudad de México,Iztapalapa,19.35096,-99.01216,$210.00 
9/22/2022,Cozy and comfortable private room.,Coyoacán,19.3525,-99.16274,$295.00 
9/22/2022,Exelente cuarto privado mediano,Tláhuac,19.29283,-99.03881,$340.00 
9/22/2022,Depa Reforma-Diana NUEVO!  SmartTV/Cocina/Gym,Cuauhtémoc,19.4244,-99.17613,"$1,458.00 "
9/23/2022,Departamento iluminado con patio estancias largas,Miguel Hidalgo,19.40009,-99.17494,$850.00 
9/23/2022,Céntrico y Amplio Loft Cerca del Ángel / SmartTV,Cuauhtémoc,19.42354,-99.16998,$900.00 
9/22/2022,Habitación Reforma ¡NUEVA! Smart Tv/ Gym/ Terraza,Cuauhtémoc,19.42481,-99.17629,"$1,250.00 "
9/22/2022,The White House,Cuajimalpa de Morelos,19.35344,-99.28597,$350.00 
9/22/2022,Suit Marina,Coyoacán,19.31834,-99.12643,$750.00 
9/23/2022,Depto a 5 minutos del Ángel de la Independencia,Miguel Hidalgo,19.43007,-99.17379,"$1,074.00 "
9/22/2022,"Renovado, cómodo y limpio. Fácil acceso a Polanco.",Miguel Hidalgo,19.45781,-99.18885,$571.00 
9/23/2022,Casa Orquídeas: urban oasis in La Roma Norte,Cuauhtémoc,19.4178,-99.15624,$979.00 
9/22/2022,Cuarto en Coyoacan,Álvaro Obregón,19.35687,-99.17364,$595.00 
9/23/2022,Departamento musical,Benito Juárez,19.37868,-99.14321,$225.00 
9/23/2022,Moderna Habitación a mts del Monu. Revolución,Cuauhtémoc,19.43737,-99.15306,$711.00 
9/23/2022,Oferta! Loft de lujo Roma Norte CDMX Sanitizado,Cuauhtémoc,19.42101,-99.16781,"$1,499.00 "
9/22/2022,Céntrica&Cómoda Habitación/Buena Iluminación CDMX,Cuauhtémoc,19.45546,-99.15439,$400.00 
9/23/2022,Live & Work Like a Local in the Heart of Condesa,Cuauhtémoc,19.41388,-99.17084,"$1,764.00 "
9/23/2022,Habitación ¡Nueva! cerca de Monu. a la Revolución,Cuauhtémoc,19.43744,-99.15171,$711.00 
9/23/2022,"Large, bright apartment: Centro (near Roma/Juarez)",Cuauhtémoc,19.42875,-99.14641,$750.00 
9/22/2022,"Hermoso  PH, amplia terraza y  excelente ubicación",Coyoacán,19.3085,-99.13849,"$1,800.00 "
9/23/2022,Parque España Condesa,Cuauhtémoc,19.41423,-99.17233,$964.00 
9/23/2022,Depto a 5 min. de Torre Diana,Cuauhtémoc,19.42603,-99.17405,"$1,350.00 "
9/23/2022,"Hermoso depa en el corazón de Polanco, ubicación",Miguel Hidalgo,19.43033,-99.19158,"$1,400.00 "
9/22/2022,Hermoso Depto ¡bien ubicado! a 2 min de Reforma,Cuauhtémoc,19.42618,-99.1756,"$1,600.00 "
9/23/2022,Casai Roma  1BR  Artistic Studio,Cuauhtémoc,19.42021179,-99.16298676,"$1,364.00 "
9/23/2022,Great location just 30 meters from cibeles.,Cuauhtémoc,19.41984,-99.16571,$600.00 
9/22/2022,Depa WTC ¡Gran ubicación! Cocina/Parking/SmartTv,Benito Juárez,19.38758,-99.1699,"$1,190.00 "
9/23/2022,Casai Roma | 1 BR | Apartment with a view,Cuauhtémoc,19.42021179,-99.16298676,"$1,598.00 "
9/22/2022,Habitaciones de lujo CDMX TORRE MANACAR,Benito Juárez,19.36849,-99.17718,$700.00 
9/22/2022,El cuarto de afuera,Tlalpan,19.30431,-99.12687,$420.00 
9/23/2022,Amazing & Luxury unit in Polanco,Miguel Hidalgo,19.432,-99.19107,"$2,000.00 "
9/23/2022,Gran Oportunidad en Polanco,Miguel Hidalgo,19.43362,-99.19716,"$1,220.00 "
9/23/2022,Bedroom with bathroom and parking,Cuauhtémoc,19.4444,-99.14233,$450.00 
9/23/2022,Cozy Apartment Brand New Next to Cibeles,Cuauhtémoc,19.423094,-99.166374,"$1,518.00 "
9/22/2022,Single and shared rooms near downtown.,Cuauhtémoc,19.46124,-99.1485,$200.00 
9/23/2022,Room N° 8 | Near the Iconic Angel of Independence,Cuauhtémoc,19.42893,-99.17269,$408.00 
9/22/2022,"Depto con excelente ubicación, cerca del WTC",Benito Juárez,19.38737,-99.17017,"$1,300.00 "
9/22/2022,Cómoda habitación privada a 5 min del Aereopuerto,Venustiano Carranza,19.42692,-99.06968,$414.00 
9/23/2022,"Luxury, Two bedroom Apt. -CASA MILTON-",Miguel Hidalgo,19.42911,-99.17605,"$2,900.00 "
9/22/2022,Hermosos Depto a pocos pasos de WTC,Benito Juárez,19.38763,-99.16969,"$1,300.00 "
9/22/2022,Amplio Depto cerca del WTC,Benito Juárez,19.38937,-99.16822,"$1,190.00 "
9/22/2022,"Nuevo Depto con excelente ubicación, cerca del WTC",Benito Juárez,19.38934,-99.16854,"$1,191.00 "
9/23/2022,Chic 1BR HighRise,Cuauhtémoc,19.42783,-99.1646,"$2,408.00 "
9/22/2022,Depto ¡bien ubicado! en la Colonia del Valle,Benito Juárez,19.38806,-99.1702,"$1,190.00 "
9/23/2022,"Lindo y cómodo departamento , excelente ubicación.",Cuauhtémoc,19.4154,-99.15739,"$1,200.00 "
9/23/2022,Casai Designer Home | 2BR | Polanco,Miguel Hidalgo,19.43107224,-99.19348145,"$4,194.00 "
9/23/2022,Nueva Habitación Reforma! Terraza/Alberca/SmartTv,Cuauhtémoc,19.42984,-99.16265,"$2,800.00 "
9/23/2022,Encantador departamento serca de  reforma,Cuauhtémoc,19.42658,-99.17434,"$2,500.00 "
9/23/2022,Habitación 2min de Reforma!Terraza Privada/SmartTV,Cuauhtémoc,19.42997,-99.16424,"$2,000.00 "
9/22/2022,Bonita suite 1 con gimnasio incluido,Tlalpan,19.27852712,-99.16369789,$600.00 
9/23/2022,Lujoso departamento en el corazón de Polanco,Miguel Hidalgo,19.43186,-99.19303,"$1,400.00 "
9/23/2022,Habitación Reforma! 2Camas/Alberca/SmartTV/Parking,Cuauhtémoc,19.42968,-99.16422,"$2,300.00 "
9/23/2022,Amplia Hab Doble a 1 min del Monumento de la Rev,Cuauhtémoc,19.4357,-99.15312,$711.00 
9/23/2022,Casa muy céntrica y todo a la mano,Cuauhtémoc,19.43927,-99.15228,$250.00 
9/22/2022,DeptoTecamachalco 5 min de Palmas! Estacionamiento,Miguel Hidalgo,19.42663,-99.22504,"$1,300.00 "
9/23/2022,"101 SUITE DONCELES C/BALCON, CENTRO HISTÓRICO CDMX",Cuauhtémoc,19.43675,-99.13799,$810.00 
9/23/2022,Depto con ¡excelente ubicación! cerca del Ángel,Cuauhtémoc,19.42785,-99.16788,"$1,379.00 "
9/22/2022,Habitación en departamento orgánico CDMX.,Benito Juárez,19.36756,-99.14091,$250.00 
9/23/2022,Amplio departamento a unos pasos del Ángel,Cuauhtémoc,19.42901,-99.16796,"$1,379.00 "
9/23/2022,Depto a 2 minutos del Ángel de la Independencia,Cuauhtémoc,19.42859,-99.16999,"$1,408.00 "
9/23/2022,Offer!  Luxury loft Roma Nth México City Sanitized,Cuauhtémoc,19.41933,-99.16593,$884.00 
9/23/2022,Depto ¡bien ubicado! a pocos minutos de Reforma,Cuauhtémoc,19.42846,-99.17374,"$1,060.00 "
9/22/2022,Agradable Departamento completo con todo¡,Xochimilco,19.28377,-99.12875,$550.00 
9/22/2022,Casa Homún,Tlalpan,19.28371,-99.23444,"$5,500.00 "
9/23/2022,MEJOR UBICACION y Elegancia en la CONDESA,Cuauhtémoc,19.40936,-99.17696,"$2,361.00 "
9/23/2022,Departamento 2 recámaras y terraza privada,Miguel Hidalgo,19.44412,-99.19576,$950.00 
9/23/2022,Depto a 3 minutos del Ángel de la independencia,Cuauhtémoc,19.42884,-99.17011,"$1,146.00 "
9/23/2022,Estudio en excelente ubicación y Colonia,Cuauhtémoc,19.43543,-99.16167,$450.00 
9/22/2022,Cozy Room Sotelo,Miguel Hidalgo,19.45226,-99.21487,$265.00 
9/23/2022,Amplio Depto ¡bien ubicado! cerca de Reforma,Cuauhtémoc,19.42736,-99.16977,"$1,204.00 "
9/22/2022,Departamento tranquilo,Coyoacán,19.33419,-99.12265,$350.00 
9/23/2022,Departamento con excelente ubicación en Reforma,Cuauhtémoc,19.4273,-99.16842,"$1,146.00 "
9/23/2022,Modern Apt Reforma. Great Location/ Smart tv /Wifi,Cuauhtémoc,19.4264,-99.17558,$983.00 
9/23/2022,HERMOSO DEPTO EN EL CORAZON DE POLANCO,Miguel Hidalgo,19.43148,-99.19331,"$1,400.00 "
9/22/2022,Hermosa casa familiar en la CDMX de estancia larga,La Magdalena Contreras,19.31958,-99.22328,"$1,000.00 "
9/22/2022,Habitación a 5 minutos del aeropuerto internaciona,Gustavo A. Madero,19.45231,-99.08579,$230.00 
9/23/2022,VIVIR EN LA JUAREZ,Cuauhtémoc,19.42723582,-99.15695764,$750.00 
9/23/2022,Habitación con balcón y baño privado,Cuauhtémoc,19.41135,-99.15901,$499.00 
9/22/2022,Habitación amplia y cómoda,Miguel Hidalgo,19.44371,-99.21285,$426.00 
9/23/2022,Hermoso apartamento en el corazón  de Polanco,Miguel Hidalgo,19.43149,-99.19305,"$1,600.00 "
9/23/2022,Bonito departamento en Colonia condesa,Cuauhtémoc,19.4253,-99.1615,"$1,700.00 "
9/22/2022,Ale's department (room with a private bath),Benito Juárez,19.38082,-99.16465,$349.00 
9/22/2022,Studio Penthouse in floor 32. Superb city view!!!,Tlalpan,19.30166,-99.16547,"$1,228.00 "
9/23/2022,"Beautiful, apartment in the heart of Polanco!",Miguel Hidalgo,19.43142,-99.19341,"$1,400.00 "
9/22/2022,Casa Jade,Coyoacán,19.3473,-99.16122,"$1,800.00 "
9/23/2022,"Precioso depa, equipado en Polanco",Miguel Hidalgo,19.42981,-99.19155,"$2,200.00 "
9/23/2022,Room in Garibaldi the best party and vacation!,Cuauhtémoc,19.43454,-99.1374,$684.00 
9/23/2022,Departamento nuevo en Polanco Conjunto Miyana,Miguel Hidalgo,19.44064,-99.2001,"$1,800.00 "
9/23/2022,Espacio Inteligente,Miguel Hidalgo,19.40486,-99.17571,$750.00 
9/23/2022,Room in Garibaldi the best party and vacation!,Cuauhtémoc,19.43665,-99.13856,$683.00 
9/22/2022,Cerca Relaciones exteriores y Metro Tlatelolco,Cuauhtémoc,19.45478,-99.14058,$275.00 
9/23/2022,Mándala,Cuauhtémoc,19.40549,-99.17205,$400.00 
9/23/2022,Casai Roma | 1 BR | Terrace Suite,Cuauhtémoc,19.42021179,-99.16298676,"$1,598.00 "
9/22/2022,Departamento Pequeño Médico Zona Hosp Tlalpan LJ,Tlalpan,19.28532,-99.16033,$210.00 
9/23/2022,Departamento con vista a la Basílica de Guadalupe,Gustavo A. Madero,19.48661,-99.12216,"$1,000.00 "
9/23/2022,Casa estilo Porfiriana,Cuauhtémoc,19.42275,-99.16314,"$2,107.00 "
9/23/2022,Hermosa suite en polanco con servicio de hotel!!!!,Miguel Hidalgo,19.43687,-99.18713,"$1,800.00 "
9/23/2022,Amplio Departamento cerca de Reforma,Cuauhtémoc,19.42985,-99.17207,"$1,074.00 "
9/23/2022,Casai Roma | 2BR /1BA | Boutique Flat,Cuauhtémoc,19.42021179,-99.16298676,"$1,797.00 "
9/22/2022,Precioso e iluminado amueblado muy agradable.,Cuajimalpa de Morelos,19.36874,-99.2666,"$1,100.00 "
9/22/2022,El mejor de la Napoles.,Benito Juárez,19.38854,-99.17529,$204.00 
9/22/2022,"Habitación en excelente ubicación San angel, UNAM",Álvaro Obregón,19.34471,-99.18895,$550.00 
9/23/2022,¡Hermoso Loft recién remodelado!,Cuauhtémoc,19.41249,-99.17559,$806.00 
9/22/2022,Depa Moderno 2 min Reforma/Diana. ¡Méjor opción!,Cuauhtémoc,19.42414,-99.17559,$983.00 
9/22/2022,Single and shared rooms near downtown.,Cuauhtémoc,19.46265,-99.14371,$208.00 
9/22/2022,"Departamento en la CDMX, a 2 calles de Av. Reforma",Cuauhtémoc,19.45228,-99.12675,$554.00 
9/22/2022,Renta de habitación cerca del Aeropuerto CDMX,Venustiano Carranza,19.42041,-99.08689,$600.00 
9/22/2022,"Citta: departamento acogedor, céntrico, funcional",Álvaro Obregón,19.33324,-99.23968,"$1,300.00 "
9/23/2022,CONDESA Bonita y limpia Recamara independiente,Cuauhtémoc,19.40929,-99.17268,$400.00 
9/22/2022,EcoLoft Charly cerca del Centro de Coyoacán y CU,Coyoacán,19.34015,-99.15828,$475.00 
9/23/2022,Casai Polanco | 2BR 2BA | Urban Escape,Miguel Hidalgo,19.43504333,-99.20835876,"$2,171.00 "
9/23/2022,Casai Polanco | 2BR 2BA | Spacious Flat,Miguel Hidalgo,19.43504333,-99.20835876,"$2,165.00 "
9/23/2022,Casai Polanco l 2BR 2BA | Elegant Retreat,Miguel Hidalgo,19.43504333,-99.20835876,"$2,194.00 "
9/22/2022,Linda habitación con baño privado en Coyoacán CDMX,Coyoacán,19.34755,-99.16276,"$1,000.00 "
9/22/2022,Excellent Private Room Sotelo,Miguel Hidalgo,19.45193,-99.21647,$265.00 
9/23/2022,Casai Polanco | 2BR 2BA | Top Floor Gorgeous Condo,Miguel Hidalgo,19.43504333,-99.20835876,"$2,182.00 "
9/23/2022,Junior Suite Mala Vecindad Beer Hotel C CDMX,Cuauhtémoc,19.43888,-99.15316,$623.00 
9/23/2022,Céntrico Departamento       Reforma e Insurgentes,Cuauhtémoc,19.42974,-99.15342,$895.00 
9/23/2022,Private Room in the Wonderful Colonia Roma,Cuauhtémoc,19.41963,-99.16139,$680.00 
9/23/2022,Habitación en PH nuevo súper ubicado,Benito Juárez,19.40114,-99.15753,$480.00 
9/22/2022,"Cómoda,Céntrica,Segura.Mujer.",Álvaro Obregón,19.39914,-99.19597,$220.00 
9/23/2022,Casai Polanco | 2BR 2BA|  Gorgeous Flat,Miguel Hidalgo,19.43497658,-99.20840454,"$2,148.00 "
9/22/2022,Cuarto privado en casa para mujeres. Comparte casa,Tlalpan,19.29412,-99.12096,$225.00 
9/23/2022,Room with Balcony to the Mariachi Square!,Cuauhtémoc,19.43679,-99.13687,$858.00 
9/23/2022,Casai Polanco | 2BR |Top Floor Chic Flat,Miguel Hidalgo,19.43504333,-99.20835876,"$2,194.00 "
9/23/2022,Habitación muy céntrica en departamento muy cómodo,Cuauhtémoc,19.43541,-99.16331,$600.00 
9/23/2022,"Condesa, cuarto amplio, ideal para Home office.",Miguel Hidalgo,19.40503,-99.17731,$350.00 
9/22/2022,Hermoso departamento terraza copilco.,Coyoacán,19.33579,-99.17345,$960.00 
9/23/2022,120 LOFT  C/TINA HIDROMASAJE CDMX CENTRO HISTORI,Cuauhtémoc,19.43772,-99.13771,$715.00 
9/23/2022,122 LOFT CONFORT CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43737,-99.13887,$886.00 
9/22/2022,Bonito lugar para pasar vacaciones,Tlalpan,19.28652,-99.19001,$950.00 
9/23/2022,Departamento en la zona centro de la CDMX,Cuauhtémoc,19.43995,-99.14214,$800.00 
9/22/2022,Cheap Hostel in the magical Zócalo of CDMX,Cuauhtémoc,19.43146,-99.13443,$285.00 
9/22/2022,Recámara 2,Miguel Hidalgo,19.41017,-99.24035,$629.00 
9/22/2022,Habitación privada. MX zona Sur. Área muy segura,Tlalpan,19.29663,-99.12012,$250.00 
9/23/2022,Coqueto  Departamento Roma norte,Cuauhtémoc,19.42441,-99.16192,"$3,000.00 "
9/23/2022,Bonito y acogedor departamento en Condesa,Cuauhtémoc,19.41812,-99.17587,$650.00 
9/23/2022,121 LOFT DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43712,-99.13679,$815.00 
9/22/2022,Departamento amueblado ejecutivo con garage autom,Benito Juárez,19.38235,-99.18252,"$3,000.00 "
9/22/2022,Coyoacán Teresa · Bright & Cozy @Coyoacan Centro,Coyoacán,19.34856,-99.16615,$694.00 
9/22/2022,Casa Jacqui,Benito Juárez,19.37414,-99.13962,$300.00 
9/23/2022,Un rincón en la ROMA,Cuauhtémoc,19.41468,-99.1591,$867.00 
9/22/2022,Cuarto privado a 25 min del desierto de los leones,Álvaro Obregón,19.31391,-99.27091,$259.00 
9/23/2022,Cómodo Depto Reforma/Diana! FreeWifi SmartTV,Cuauhtémoc,19.42187,-99.17013,$940.00 
9/22/2022,Shared Room,Cuauhtémoc,19.45938,-99.1479,$200.00 
9/23/2022,Modern Masaryk apartment 3BR  in Polanco.,Miguel Hidalgo,19.43047,-99.18239,"$2,500.00 "
9/22/2022,Refugio,Coyoacán,19.30352,-99.17605,$575.00 
9/23/2022,123 LOFT CONFORT CENTRO HIST CDMX VENTANA ACUSTICA,Cuauhtémoc,19.43784,-99.13726,$711.00 
9/22/2022,Cabaña Zona Ajusco - Sur de la CDMX,Tlalpan,19.2839,-99.2174,"$1,000.00 "
9/22/2022,Departamento nuevo con gimnasio y piscina,Iztacalco,19.40503,-99.11427,"$1,000.00 "
9/23/2022,SUITES ZONA ROSA CD:MEXICO,Cuauhtémoc,19.42446,-99.16787,"$1,600.00 "
9/22/2022,"Loft muy iluminado con terraza, UNAM metro Quevedo",Coyoacán,19.34335,-99.1827,$495.00 
9/23/2022,"Habitación en zona de Reforma /Torre Mayor, 1 bdrm",Cuauhtémoc,19.42508,-99.17434,$400.00 
9/23/2022,"112 Suites Donceles, Centro Histórico CDMX",Cuauhtémoc,19.43774,-99.13699,$758.00 
9/23/2022,Departamento bohemio ideal para conocer la CDMX.,Cuauhtémoc,19.43235,-99.16507,"$1,000.00 "
9/22/2022,habitaciones  para tranquilidad y descanso #5,Tlalpan,19.294308,-99.182159,$253.00 
9/23/2022,Cozy 1-bedroom loft in the heart of Zona Rosa!,Cuauhtémoc,19.42717,-99.16547,"$1,113.00 "
9/23/2022,Tu hogar fuera de casa se encuentra en Santa Fe,Cuajimalpa de Morelos,19.36582,-99.26914,"$1,100.00 "
9/22/2022,Single and shared rooms near downtown.,Cuauhtémoc,19.4616,-99.1486,$399.00 
9/23/2022,Comfortable NEW 2 bedroom Apt.  Best Location.,Cuauhtémoc,19.42935,-99.17231,"$1,700.00 "
9/22/2022,Moderno Loft Suite ejecutiva cerca de Perisur,Coyoacán,19.3053,-99.17086,$980.00 
9/23/2022,Habitación a unos pasos de Reforma y el Ángel,Cuauhtémoc,19.42681,-99.17219,"$1,091.00 "
9/23/2022,Amplia habitación cerca de Reforma,Cuauhtémoc,19.42663,-99.16985,"$1,091.00 "
9/22/2022,Estudio Jardin,Álvaro Obregón,19.35178,-99.20516,$350.00 
9/23/2022,The Heart of the CDMX 307JS,Cuauhtémoc,19.43424,-99.12778,$709.00 
9/22/2022,DEL VALLE/JACUZZI/WIFI/CLEANING/COYOACAN/WTC/ROMA,Benito Juárez,19.38312,-99.16661,"$1,400.00 "
9/23/2022,U-Co Juarez (Capsule in shared mixed room),Cuauhtémoc,19.42622,-99.16268,$466.00 
9/23/2022,DEPA 7,Cuauhtémoc,19.416824,-99.178436,$542.00 
9/23/2022,125 DONCELES TERRAZA PRIVADA CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43601,-99.13904,$870.00 
9/23/2022,"103 SUITE DONCELES,  CENTRO HISTÓRICO CDMX",Cuauhtémoc,19.43729,-99.13712,$912.00 
9/22/2022,Depa planta baja en el Sur de la Ciudad 1BR,Álvaro Obregón,19.3269,-99.20227,"$1,287.00 "
9/23/2022,109 SUITES DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43782,-99.13844,$816.00 
9/23/2022,Condesa Luxury Apartment!,Cuauhtémoc,19.40657,-99.17517,"$1,080.00 "
9/22/2022,¡Depa a 2 min del WTC! Cocina/SmartTV/Seguridad,Benito Juárez,19.38769,-99.16998,"$1,301.00 "
9/23/2022,Condesa/Roma *Infinity Pool w/Stunning City View*,Cuauhtémoc,19.40998,-99.1676,"$1,599.00 "
9/23/2022,Depto a 2 minutos del Ángel de la Independencia,Cuauhtémoc,19.42886,-99.16794,"$1,379.00 "
9/23/2022,Condesa/Roma *Infinity Pool W/Amazing View* by LMC,Cuauhtémoc,19.41096,-99.16825,"$1,829.00 "
9/23/2022,Cool Renovated historical Roma Home,Cuauhtémoc,19.41013,-99.1641,"$2,943.00 "
9/23/2022,Amplio departamento a unos pasos del Ángel,Cuauhtémoc,19.42887,-99.16842,"$1,379.00 "
9/23/2022,107 SUITES DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43788,-99.13709,$733.00 
9/22/2022,"Dept Cerca Aerpto, Tapo o C. Norte  BONITO",Gustavo A. Madero,19.45878,-99.10632,$564.00 
9/23/2022,116 LOFT DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43635,-99.13887,$753.00 
9/23/2022,117 SUITES DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43735,-99.13688,$897.00 
9/23/2022,Depto con ¡excelente ubicación! cerca del Ángel,Cuauhtémoc,19.42853,-99.17013,"$1,408.00 "
9/22/2022,¡Departamento WTC! Cocina Equipada/ SmartTV/Gym,Benito Juárez,19.38795,-99.16824,"$1,174.00 "
9/22/2022,Suite privada en San Ángel,Álvaro Obregón,19.35471,-99.19462,$750.00 
9/23/2022,118 SUITES DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43557,-99.137,$923.00 
9/23/2022,Casa para 11 colonia Roma,Cuauhtémoc,19.40677,-99.15962,"$6,289.00 "
9/23/2022,119 LOFT DONCELES CENTRO HISTÓRICO CDMX,Cuauhtémoc,19.43581,-99.13752,$866.00 
9/22/2022,Departamento con habitación  privada en narvarte,Benito Juárez,19.38817,-99.15485,$900.00 
9/23/2022,Espectacular Casa en el Corazón de Coyoacán.,Coyoacán,19.35607,-99.15939,"$3,500.00 "
9/23/2022,Glamping en la ciudad.,Cuauhtémoc,19.42343,-99.15737,$650.00 
9/23/2022,¡Extra cómoda habitación en depa de La Condesa.!,Cuauhtémoc,19.41211,-99.18043,$420.00 
9/23/2022,Glamping en la colonia Roma,Cuauhtémoc,19.42215,-99.15945,$650.00 
9/22/2022,"Departamento de Palets, entorno verde y apacible.",Álvaro Obregón,19.33451,-99.20797,$750.00 
9/23/2022,Glamping kasa Kaktus,Cuauhtémoc,19.42226,-99.15775,$650.00 
9/22/2022,Amplio Depto cerca del WTC,Benito Juárez,19.38745,-99.16971,"$1,190.00 "
9/22/2022,Magnífico y amplio loft en Santa Fe,Cuajimalpa de Morelos,19.3635,-99.27542,$950.00 
9/22/2022,Habitación  Panorámica Independiente en 4to. piso.,Tlalpan,19.29927,-99.17282,$271.00 
9/23/2022,Increíble depa a unos pasos de Paseo de la Reforma,Cuauhtémoc,19.42876,-99.16708,"$1,161.00 "
9/23/2022,Amplia hab. a 5 min del Ángel de la Independencia,Cuauhtémoc,19.42677,-99.16998,"$1,091.00 "
9/22/2022,"Nuevo Depto con excelente ubicación, cerca del WTC",Benito Juárez,19.38821,-99.16824,"$1,191.00 "
9/22/2022,Hermoso depto a pocos pasos de WTC,Benito Juárez,19.38737,-99.17011,"$1,300.00 "
9/23/2022,Palace View Exclusive 2 Bedroom from 1 to 6 people,Cuauhtémoc,19.43757,-99.13808,"$1,218.00 "
9/22/2022,"Depto con excelente ubicación, cerca del WTC",Benito Juárez,19.38788,-99.1685,"$1,300.00 "
9/23/2022,808 Reforma loft close to US embassy 150 Mbps WiFi,Cuauhtémoc,19.42713,-99.16519,"$1,463.00 "
9/22/2022,Hermoso depa a pocos pasos del WTC,Benito Juárez,19.38937,-99.16832,"$1,300.00 "
9/22/2022,COZY&SPACIOUS 5pax 5room,Xochimilco,19.24696,-99.0997,"$11,982.00 "
9/23/2022,Deluxe Polanco Spacious  3BR Apt *High Speed Wif*,Miguel Hidalgo,19.43441,-99.18477,"$2,380.00 "
9/22/2022,Minimalistic Loft. Centric and well comunicated.,Cuauhtémoc,19.40619,-99.13519,$850.00 
9/22/2022,MiniLoft Lujo Coyoacán Centro Casa Boutique Hab #1,Coyoacán,19.3488,-99.16699,$834.00 
9/22/2022,Departamento Colonia Obrera cerca del eje central,Cuauhtémoc,19.40988,-99.1438,$759.00 
9/23/2022,VH | DEPA c/roof & wifi Cerca de plaza Delta |  133,Benito Juárez,19.40287,-99.15263,$636.00 
9/23/2022,¡Depa Moderno Reforma! Cocina/SmartTv,Cuauhtémoc,19.42641,-99.17403,"$1,257.00 "
9/23/2022,Céntrico Depto Polanco a unos metros de Masaryk!,Miguel Hidalgo,19.43176,-99.19116,"$1,200.00 "
9/23/2022,Hotel Itto Condesa - Queen Room,Cuauhtémoc,19.41573,-99.17918,"$1,438.00 "
9/23/2022,Exclusive and beautiful Ambar Apartment,Cuauhtémoc,19.41125,-99.16324,$943.00 
9/22/2022,"Casa de campo con alberca, billar y squash en CDMX",Xochimilco,19.21697,-99.10171,"$9,500.00 "
9/23/2022,Exclusive and beautiful Esmeralda apartment,Cuauhtémoc,19.41127,-99.16295,$684.00 
9/22/2022,Departamento en la Unidad Nativitas,Xochimilco,19.24663,-99.10525,$210.00 
9/23/2022,Exclusive and beautiful Zafiro Apartment,Cuauhtémoc,19.41131,-99.16148,"$1,044.00 "
9/23/2022,Centrical and Equipped Apt. steps from Reforma.,Cuauhtémoc,19.42528,-99.17504,"$4,232.00 "
9/23/2022,Acogedor departamento a unas cuadras de Reforma,Cuauhtémoc,19.43928,-99.16542,$864.00 
9/22/2022,"Casa de Irma, para visitar la Ciudad o de Negocios",Coyoacán,19.33511,-99.1347,$450.00 
9/22/2022,Habitaciones Centro Holistico Uneco,Tlalpan,19.2151,-99.15874,$800.00 
9/23/2022,DEPARTAMENTO PARA COMPARTIR ZONA CENTRO,Cuauhtémoc,19.43898,-99.1495,$218.00 
9/23/2022,¡Céntrico Dpto Amueblado Reforma! Cocina/SmartTV,Cuauhtémoc,19.42154,-99.17019,$969.00 
9/22/2022,Depto cerca de Hospital Pemex  y Angeles Pedregal,Tlalpan,19.31121,-99.21981,$750.00 
9/23/2022,Polanco at its best!  @ Nuevo Polanco,Miguel Hidalgo,19.4397,-99.18949,$724.00 
9/23/2022,Habitaciones para tu tranquilidad y descanso #4,Tlalpan,19.294308,-99.182159,$350.00 
9/23/2022,Alcoba Privada Parque Delta.,Benito Juárez,19.39868,-99.15503,$245.00 
