last_scraped,name,neighbourhood_cleansed,latitude,longitude,price
9/23/2022,Cozy apartment in Condesa´s heart !,Cuauhtémoc,19.41461,-99.16735,"$1,584.00 "
9/23/2022,111 Nice Room ZonaRosa Embajada,Cuauhtémoc,19.43079,-99.16388,$321.00 
9/23/2022,Casa Garcia,Miguel Hidalgo,19.45725,-99.18331,$899.00 
9/23/2022,Stunning view @ trendiest neighborhood in Mex city,Cuauhtémoc,19.41671,-99.17871,"$1,235.00 "
9/23/2022,Sunny modern apartment 5-min from Reforma Avenue,Cuauhtémoc,19.43201,-99.17097,"$1,238.00 "
9/23/2022,"FamWork, Acogedor, cómodo y amplio en la Condesa",Cuauhtémoc,19.41564,-99.16538,"$1,578.00 "
9/23/2022,Polanco's Center Room with it own bathroom.,Miguel Hidalgo,19.43434,-99.19055,"$1,797.00 "
9/23/2022,Casa Santiago Ángel de la Independencia 5b,Cuauhtémoc,19.42762,-99.16979,$509.00 
9/23/2022,Precioso departamento en la mejor zona de polanco,Miguel Hidalgo,19.43317,-99.18982,"$1,495.00 "
9/22/2022,"Ideal para conocer la ciudad, o si vienes de traba",Cuajimalpa de Morelos,19.36448,-99.29534,$700.00 
9/23/2022,OFFER  Brand new apartment in Polanco,Miguel Hidalgo,19.43915,-99.20064,"$2,254.00 "
9/23/2022,"Condesa overlooking Parque España, Private Terrace",Cuauhtémoc,19.41519,-99.17211,"$1,698.00 "
9/22/2022,La casona de la raza,Azcapotzalco,19.46542,-99.14729,$500.00 
9/22/2022,Vintage Apartment,Benito Juárez,19.3741,-99.14618,$599.00 
9/22/2022,Cozy Vintage Apartment in Mexico City.,Venustiano Carranza,19.41947,-99.08515,$757.00 
9/23/2022,Executive Apartment in Condesa,Cuauhtémoc,19.41181,-99.17697,$996.00 
9/23/2022,Walk to Museums from a Calm Apartment in Colonia Cuauhtémoc,Cuauhtémoc,19.42978,-99.16773,"$1,500.00 "
9/22/2022,Habitación c/ baño privado cerca de Estadio Azteca,Tlalpan,19.30256,-99.13337,$250.00 
9/22/2022,DEPARTAMENTO SUPER COMODO CON TODOS LOS SERVICIOS,Álvaro Obregón,19.38591,-99.19173,"$1,300.00 "
9/23/2022,"Beautiful space, unbeatable location",Cuauhtémoc,19.42366,-99.15498,"$1,840.00 "
9/22/2022,Bonito Departamento en Ciudad de los Deportes,Benito Juárez,19.38444,-99.17571,$662.00 
9/22/2022,Amazing location to explore the city. Shared flat,Cuauhtémoc,19.40462,-99.14761,$220.00 
9/23/2022,"MODERN & COZY MINI FLAT, Roma-Condesa",Cuauhtémoc,19.42091,-99.15495,"$1,578.00 "
9/23/2022,Kansas 33 Col. Nápoles,Benito Juárez,19.38755,-99.17497,$999.00 
9/22/2022,Departamento tipo suite,Azcapotzalco,19.46256,-99.16634,$600.00 
9/23/2022,Incredible view 🏞in Mexico's best neighborhood 5*,Cuauhtémoc,19.41513,-99.17996,"$1,749.00 "
9/22/2022,Best apartment in Santa Fe,Cuajimalpa de Morelos,19.36148,-99.26542,"$2,557.00 "
9/22/2022,Big illuminated room in Narvarte.,Benito Juárez,19.39652,-99.15345,$495.00 
9/23/2022,Gorgeous appartment in the heart of Mexico City,Cuauhtémoc,19.42526,-99.16066,"$1,284.00 "
9/22/2022,Habitación con excelente ubicación en Narvarte,Benito Juárez,19.38927,-99.15186,$300.00 
9/23/2022,C22-4 acogedor y tranquilo departamento,Cuauhtémoc,19.40542,-99.17555,"$1,000.00 "
9/23/2022,Explore the City Center on Foot from a Remodeled Apartment,Cuauhtémoc,19.42748,-99.15141,"$1,312.00 "
9/23/2022,Un espacio placentero y bien ubicado,Cuauhtémoc,19.40755,-99.1601,$397.00 
9/22/2022,Habitación Paso Hondo,Álvaro Obregón,19.38389,-99.22843,$350.00 
9/23/2022,Wide independent room in great location.,Cuauhtémoc,19.43697,-99.163,$531.00 
9/22/2022,great apartment  / Calle Nueva York - Nápoles,Benito Juárez,19.38884,-99.17445,"$1,000.00 "
9/23/2022,Clean rooftop hippie chick in colonia Roma,Cuauhtémoc,19.40846,-99.16355,$639.00 
9/23/2022,"Best location in Condesa, 2 BR, Gym, Pool",Cuauhtémoc,19.41526,-99.17014,"$2,431.00 "
9/23/2022,Single suit or for couples,Benito Juárez,19.37209,-99.17611,$460.00 
9/23/2022,Private Studio (Escandon) most affordable place,Miguel Hidalgo,19.40233,-99.17533,$399.00 
9/22/2022,María Eugenia acogedor y hermoso hospedaje en CDMX,Coyoacán,19.34824,-99.15949,$849.00 
9/22/2022,Loft Naples Second Sky,Benito Juárez,19.381994,-99.179543,$819.00 
9/23/2022,La zona más céntrica de la ciudad int 7,Cuauhtémoc,19.4394,-99.15335,$489.00 
9/22/2022,Sunset ⭐️view with a Castle. Yes in Mexico City 🌃,Miguel Hidalgo,19.41995,-99.17835,"$1,409.00 "
9/23/2022,Stylish Apartment! Relax and enjoy La Condesa! G4,Cuauhtémoc,19.41278,-99.18027,"$1,122.00 "
9/23/2022,Surrealistic Retreat w AC The Best in Condesa G5,Cuauhtémoc,19.41177,-99.18048,"$1,499.00 "
9/22/2022,DepaR&L,Álvaro Obregón,19.36312,-99.19582,$600.00 
9/23/2022,Departamento en la colonia Roma,Cuauhtémoc,19.41093,-99.15806,$500.00 
9/23/2022,Beautiful Peach Flower Art Wall Condesa G7,Cuauhtémoc,19.412777,-99.180267,"$1,467.00 "
9/23/2022,Unmatchable Comfort Plus Unvelievable Location G9,Cuauhtémoc,19.41278,-99.18027,"$1,609.00 "
9/23/2022,Luxury apt in Campos Elíseos MEXICO City Polanco,Miguel Hidalgo,19.42881,-99.18737,"$3,974.00 "
9/23/2022,"Mini Loft Escandón, ideal para una persona",Miguel Hidalgo,19.40159,-99.18085,$586.00 
9/22/2022,Entire Private Apartment - Lomas de San Bernabe,La Magdalena Contreras,19.31286,-99.26237,$690.00 
9/22/2022,Wonderful department near Santa Fe,Cuajimalpa de Morelos,19.3681,-99.28093,$799.00 
9/23/2022,Departamento en la colonia Juárez,Cuauhtémoc,19.42611,-99.15361,"$2,500.00 "
9/23/2022,Luchas with an awesome rooftop @ Downtown (P10),Cuauhtémoc,19.43986,-99.13401,$774.00 
9/22/2022,Departamento Acacias,Benito Juárez,19.36104,-99.17175,"$1,200.00 "
9/23/2022,Awesome view 🏞 High speed internet 📶 Staycation,Cuauhtémoc,19.4164,-99.1789,"$1,364.00 "
9/22/2022,Amazing room with great location in Del Valle!,Benito Juárez,19.37886,-99.16571,$440.00 
9/23/2022,"Mexican tangerine.Astonishing view, great location",Cuauhtémoc,19.41763,-99.17834,"$1,378.00 "
9/23/2022,SUITE CORAZÓN DE POLANCO (INGA),Miguel Hidalgo,19.4307,-99.18491,"$1,673.00 "
9/23/2022,LO MEJOR DE POLANCO CON TERRAZA (PINO),Miguel Hidalgo,19.4307,-99.18491,"$1,697.00 "
9/23/2022,MEXICO CITY´S AIRPORT (T1),Venustiano Carranza,19.43519,-99.09571,$392.00 
9/22/2022,Habitación en casa de familia para estudiantes,Coyoacán,19.33074,-99.15838,$250.00 
9/23/2022,30% Off / COOL Apt with Balcony / Wifi 50mb / Roma,Cuauhtémoc,19.4222,-99.17243,$855.00 
9/23/2022,Clean and Stylish Small Studio in Condesa G11,Cuauhtémoc,19.41271,-99.18034,$787.00 
9/23/2022,Nice Apartment in perfect location,Cuauhtémoc,19.41956,-99.15589,$650.00 
9/23/2022,Shangrila Grajales,Miguel Hidalgo,19.4369,-99.20763,"$1,000.00 "
9/23/2022,Downtown Illuminated and chic apt with balconies,Cuauhtémoc,19.42972,-99.13872,$607.00 
9/23/2022,Perfect for large groups together @ Condesa.,Cuauhtémoc,19.41607,-99.17762,"$20,398.00 "
9/23/2022,The MUNAL at your feet (D7),Cuauhtémoc,19.43821,-99.1401,"$1,222.00 "
9/23/2022,MAGNIFICA SUITE TAINE (ABEDUL),Miguel Hidalgo,19.4307,-99.18491,"$1,598.00 "
9/22/2022,Departamento Vintage,Tlalpan,19.29507,-99.13483,$900.00 
9/22/2022,El Nicho de Leonardo,Benito Juárez,19.37825,-99.18982,$440.00 
9/23/2022,HERMOSO LOFT POLANCO TAINE (ROBLE),Miguel Hidalgo,19.4307,-99.18491,"$1,498.00 "
9/22/2022,Cozy Place,Benito Juárez,19.38415,-99.14608,$230.00 
9/23/2022,Cozy studio @ the most beutiful street of Mexico,Cuauhtémoc,19.41389,-99.17152,$700.00 
9/22/2022,Habitación en Tlalpan con estacionamiento,Tlalpan,19.27443,-99.1499,$350.00 
9/22/2022,Suite #1 Departamento 1 rec. Lomas de Chapultepec,Miguel Hidalgo,19.42253,-99.22614,"$3,300.00 "
9/23/2022,A Different Experience. LuxuryRoom in a LoftHouse.,Cuauhtémoc,19.41143,-99.15819,$750.00 
9/22/2022,Depto 02 cerca zona de hospitales y Tlalpan centro,Tlalpan,19.27867,-99.16547,$800.00 
9/22/2022,Fuente del sol. Apartamento de LUJO.,Tlalpan,19.30263,-99.23229,"$1,800.00 "
9/22/2022,Suite 13 Departamento 2 rec. Lomas de Chapultepec,Miguel Hidalgo,19.42251,-99.2278,"$4,400.00 "
9/22/2022,Departamento de lujo!,Benito Juárez,19.39071,-99.16874,"$2,500.00 "
9/22/2022,205 2bdrm 2bath A/C Apt.  *Walk the City Center,Cuauhtémoc,19.42836,-99.13369,"$1,327.00 "
9/23/2022,Departamento en Colonia Del Valle CDMX,Benito Juárez,19.3968,-99.16595,"$1,800.00 "
9/23/2022,Boutique Apartment Reforma 222 Air Conditioner,Cuauhtémoc,19.42943,-99.16227,"$2,376.00 "
9/23/2022,Apartment in Reforma with the best location !!,Cuauhtémoc,19.43427,-99.15463,"$1,550.00 "
9/23/2022,Londres 212 -206 Lujo Mediana king,Cuauhtémoc,19.42331,-99.16816,"$1,250.00 "
9/22/2022,Beautiful flat in the center of Mexico City,Cuauhtémoc,19.45684,-99.13911,$600.00 
9/23/2022,Cozy central Loft,Cuauhtémoc,19.43648,-99.16204,$806.00 
9/23/2022,A1 HERMOSO DEPTO A UNOS PASOS DE POLANQUITO,Miguel Hidalgo,19.43389,-99.19837,"$3,500.00 "
9/22/2022,ROOM FULL OF LIGHT near COYOACÁN,Benito Juárez,19.3642,-99.16254,"$1,100.00 "
9/23/2022,Londres 212 -305 lujo Mediana King,Cuauhtémoc,19.42329,-99.16814,"$1,250.00 "
9/22/2022,LUXURIOUS APARTMENT w/amazing view in Insurgentes,Benito Juárez,19.36887,-99.18073,"$1,380.00 "
9/22/2022,SUITE #10 Departamento 1 rec. Lomas de Chapultepec,Miguel Hidalgo,19.42107,-99.22606,"$3,300.00 "
9/22/2022,"4* cómoda Habitación súper ubicada.Cerca UNAM,ITAM",Álvaro Obregón,19.33715,-99.1971,"$1,071.00 "
9/22/2022,Loft 100%equipado ideal para ejecutivo o pareja,Cuajimalpa de Morelos,19.36034,-99.26868,"$1,500.00 "
9/22/2022,Sunny  loft with a big terrace in a historic area,Cuauhtémoc,19.44914,-99.16274,"$1,635.00 "
9/23/2022,Apartment Downtown 1106,Cuauhtémoc,19.43363,-99.14434,$814.00 
9/23/2022,Condesa beautiful modern apartment w/ huge patio,Cuauhtémoc,19.406538,-99.171906,"$1,170.00 "
9/22/2022,Cozy & Bright room in Center Residential House,Benito Juárez,19.38261,-99.14626,$200.00 
9/22/2022,Bonito B.sign,Iztapalapa,19.38329,-99.08463,$830.00 
9/23/2022,ROOM CONFORTABLE/BATHROOM PRIVATE/ NEAR DOWNTOWN,Cuauhtémoc,19.44476,-99.15666,$670.00 
9/23/2022,3br in Historic Mansion Steps from the Cathedral,Cuauhtémoc,19.43409,-99.13191,"$29,955.00 "
9/23/2022,Londres 212-405 Lujo Mediana King,Cuauhtémoc,19.42331,-99.16816,"$1,250.00 "
9/22/2022,Private room in nice apartment near Coyoacán.,Benito Juárez,19.35951,-99.15808,$520.00 
9/23/2022,La zona más céntrica de la ciudad int 8,Cuauhtémoc,19.43926,-99.15273,$493.00 
9/22/2022,Casa León recibe a sus huéspedes con entusiasmo.,Tlalpan,19.27607,-99.15933,$450.00 
9/23/2022,Urban & trendy in green Chapultepec neighbourhood!,Miguel Hidalgo,19.41346,-99.18785,$939.00 
9/22/2022,Acogedora habitación en Coyoacán,Coyoacán,19.30876,-99.11285,$450.00 
9/23/2022,Bright 2BR Apartment | Balcony | Best Location WTC,Benito Juárez,19.39121,-99.17439,"$1,141.00 "
9/23/2022,Huge comfy apartment in strategic location,Cuauhtémoc,19.4216,-99.17313,"$1,198.00 "
9/23/2022,Cómodo y céntrico departamento junto al bosque,Miguel Hidalgo,19.41479,-99.18284,$640.00 
9/22/2022,Linda habitación y espacio En el sur,Benito Juárez,19.37248,-99.16484,$350.00 
9/22/2022,Habitaciones cómodas (AMUEBLADOS DEL SUR),Coyoacán,19.31488,-99.11856,$400.00 
9/22/2022,Dormitorio privado,Iztacalco,19.38696,-99.13283,$200.00 
9/22/2022,"2 Rooms, Best area for Concerts & Events & Airport",Venustiano Carranza,19.41862,-99.1179,"$1,300.00 "
9/22/2022,RESIDENCIAL INSURGENTES SUR,Tlalpan,19.28035,-99.1728,$203.00 
9/23/2022,Cómodo apartamento en condominio!!!,Miguel Hidalgo,19.46338,-99.19383,$500.00 
9/22/2022,"Casa Portales, privacidad y comodidad, Planta Baja",Benito Juárez,19.36535,-99.13822,$800.00 
9/22/2022,"Alojamiento bueno, bonito, barato aeropuerto",Venustiano Carranza,19.42014,-99.09994,$400.00 
9/23/2022,Excelente espacio en zona Roma-Condesa,Cuauhtémoc,19.42115,-99.17286,$368.00 
9/23/2022,Distrito Polanco,Miguel Hidalgo,19.43169,-99.18844,"$1,335.00 "
9/22/2022,Depa entero cercano a aeropuerto CDMX,Venustiano Carranza,19.42025,-99.09794,$750.00 
9/22/2022,Alojamiento cercano a Aeropuerto Ciudad de México,Venustiano Carranza,19.42164,-99.09791,$400.00 
9/23/2022,Penthouse con jacuzzi en San Pedro de los Pinos,Benito Juárez,19.38817,-99.18922,$987.00 
9/22/2022,Cuartos en Santa Rosa,Gustavo A. Madero,19.52337,-99.16643,$389.00 
9/22/2022,Cuartos santa rosa 2,Gustavo A. Madero,19.52132,-99.16762,$399.00 
9/23/2022,Londres 212 -203 Lujo Chica Queen,Cuauhtémoc,19.42357,-99.16805,"$1,100.00 "
9/23/2022,"El Colibrí ""Little Oasis in Polanco""",Miguel Hidalgo,19.43302,-99.18799,"$1,398.00 "
9/22/2022,Welcome to The Palm House! 4,Benito Juárez,19.36812,-99.18754,$460.00 
9/23/2022,Great apartment with balcony in the heart of CDMX,Cuauhtémoc,19.42473,-99.17199,"$1,000.00 "
9/23/2022,Londres 212-201 Lujo Grande King.,Cuauhtémoc,19.42329,-99.16814,"$1,350.00 "
9/23/2022,Explore vibrant CdMx  from a Loft Style Studio.,Cuauhtémoc,19.43286,-99.16666,$745.00 
9/22/2022,Casa Periférico Sur,Xochimilco,19.26782,-99.14341,$306.00 
9/22/2022,Cuarto Privado en Hermosa Residencia,Álvaro Obregón,19.35852,-99.18751,$850.00 
9/22/2022,Bungalow.,Gustavo A. Madero,19.48636,-99.14442,$500.00 
9/23/2022,"Balcón, alberca, jacuzzi, sauna, en la Roma Norte. No necesitas nada más.",Cuauhtémoc,19.42067,-99.17118,"$1,800.00 "
9/23/2022,1930's Art Deco artist's apartment in La Roma,Cuauhtémoc,19.41627,-99.15917,"$1,383.00 "
9/23/2022,"Vacaciones en CDMX, viajes de negocios, familias",Benito Juárez,19.39393,-99.16995,"$1,997.00 "
9/22/2022,Confortable y seguro mini-loft en Coyoacán,Coyoacán,19.35716,-99.16621,$403.00 
9/23/2022,Rinconcito de cielo,Miguel Hidalgo,19.43848,-99.18299,"$1,500.00 "
9/23/2022,"Habitación tipo hotel c/baño, excelente ubicación",Cuauhtémoc,19.43937,-99.15171,$400.00 
9/22/2022,RECAMARA AMUEBLADA,La Magdalena Contreras,19.31186,-99.24862,$200.00 
9/22/2022,Unbeatable location in San Angel,Álvaro Obregón,19.34917,-99.20333,$475.00 
9/23/2022,Condechi Urban Flat,Cuauhtémoc,19.41389,-99.17974,"$1,598.00 "
9/23/2022,Deluxe Suite || Roma Norte || Condesa,Cuauhtémoc,19.41928,-99.17107,$904.00 
9/22/2022,Hermoso Apartamento cerca de Polanco,Miguel Hidalgo,19.45494,-99.21246,$760.00 
9/23/2022,Amazing Apartment @Reforma with Spectacular View,Cuauhtémoc,19.43581,-99.15149,"$1,400.00 "
9/23/2022,SAN MUGUEL CHAPULTEPEC / JACARANDA ROOM,Miguel Hidalgo,19.41254,-99.18782,$800.00 
9/22/2022,Nice apartment close to San Angel.,Benito Juárez,19.36361,-99.18929,$750.00 
9/22/2022,Pequeño y lindo espacio con baño * 15' aeropuerto,Iztacalco,19.40108,-99.12585,$219.00 
9/23/2022,SAN MIGUEL CHAPULTEPEC / FRANBOYAN ROOM,Miguel Hidalgo,19.41266,-99.18768,$900.00 
9/23/2022,Lindo cuarto en depa de Polanco,Miguel Hidalgo,19.43885,-99.18759,$450.00 
9/22/2022,SAN MIGUEL CHAPULTEPEC / LUNA ROOM,Miguel Hidalgo,19.41126,-99.18975,$900.00 
9/22/2022,"Habitación del Embajador en Casa Mariscal, amplia, privada y frente al jardín.",Cuauhtémoc,19.4495,-99.16142,"$1,028.00 "
9/23/2022,MODERNO LOFT CON TERRAZA POLANCO (TABACO),Miguel Hidalgo,19.4307,-99.18491,"$1,772.00 "
9/22/2022,SAN MIGUEL CHAPULTEPEC / PETITE ROOM,Miguel Hidalgo,19.41308,-99.18929,$500.00 
9/23/2022,"In Condesa; great spot, large for groups&families",Cuauhtémoc,19.42174,-99.17481,"$1,019.00 "
9/22/2022,Nuevo Depa Santa Fe de Diseño atras del hosp ABC,Cuajimalpa de Morelos,19.3552,-99.29,$800.00 
9/23/2022,Bright Loft Polanco Gardens & Mall Super Price,Miguel Hidalgo,19.43916,-99.18396,"$1,777.00 "
9/23/2022,"MI CASA ES SU CASA, your home away from home",Cuauhtémoc,19.40878,-99.16045,$528.00 
9/23/2022,Renta apartamento en el  centro CDMX,Cuauhtémoc,19.43718,-99.14832,$350.00 
9/23/2022,Londres 212-204 Lujo Chica king,Cuauhtémoc,19.42357,-99.16805,"$1,150.00 "
9/23/2022,luxury executive,Miguel Hidalgo,19.39829,-99.17646,"$1,350.00 "
9/22/2022,Cozy room Tlalpan,Tlalpan,19.29292,-99.17677,$260.00 
9/22/2022,Loft  Insurgentes Sur,Benito Juárez,19.36948,-99.18044,"$1,586.00 "
9/23/2022,WTC RESIDENCIAL,Benito Juárez,19.39524,-99.17543,$950.00 
9/23/2022,Se renta suite con cocineta en el centro de CDMX,Cuauhtémoc,19.43616,-99.14784,$430.00 
9/22/2022,"Renta recamarita "" Fortaleza"" en Santa Fe",Cuajimalpa de Morelos,19.3688,-99.27006,$499.00 
9/23/2022,SANITIZADO @ Hab. priv REFORMA JUAREZ,Cuauhtémoc,19.42279,-99.17177,$380.00 
9/22/2022,Cómodo y elegante departamento en zona residencial,Álvaro Obregón,19.35686,-99.19063,$860.00 
9/23/2022,LUXURY NÁPOLES,Benito Juárez,19.39629,-99.17635,"$1,250.00 "
9/22/2022,"1 Habitación iluminada, con balcón y baño privado.",Benito Juárez,19.37765,-99.18257,$399.00 
9/22/2022,"NJ13-P401, @3 blocks from World Trade Center!!!",Benito Juárez,19.38991,-99.17832,"$1,550.00 "
9/22/2022,Daniela un hermoso espacio en Coyoacan,Coyoacán,19.346,-99.15811,"$1,449.00 "
9/22/2022,Private room near Chapultepec,Miguel Hidalgo,19.40718,-99.19315,"$2,200.00 "
9/23/2022,Condesa Room,Cuauhtémoc,19.4186,-99.17141,$550.00 
9/22/2022,Cozy modern apartment in 16th century Coyoacán,Coyoacán,19.34628,-99.16875,"$1,400.00 "
9/23/2022,"Perfect, Relaxing,2 Double Bed,2 Bedroom, Condesa.",Cuauhtémoc,19.40856,-99.17193,"$2,500.00 "
9/23/2022,Lovely flat,Benito Juárez,19.3919,-99.18275,$770.00 
9/23/2022,Room @ Reforma,Cuauhtémoc,19.42864,-99.17133,$600.00 
9/22/2022,Cómodo departamento PRIVADO en la Col. Doctores,Cuauhtémoc,19.41643,-99.14992,$607.00 
9/22/2022,Acogedora habitación privada con amplio baño y frente al jardín. Casa Mariscal.,Cuauhtémoc,19.44957,-99.16139,$927.00 
9/22/2022,CASA FLORES,Venustiano Carranza,19.4429,-99.1122,"$1,500.00 "
9/22/2022,Hermoso mini depto en CDMX sur,La Magdalena Contreras,19.31341,-99.22562,$500.00 
9/23/2022,Enjoy the Sun in a Stunning Colonia Roma Apartment's Terrace,Cuauhtémoc,19.42044,-99.16244,"$1,697.00 "
9/22/2022,SUITES PEDREGAL,Coyoacán,19.30597,-99.19204,$500.00 
9/23/2022,4 apartments in la Condesa for up to 26 people,Cuauhtémoc,19.41559,-99.16956,"$14,500.00 "
9/22/2022,"Por San Jerónimo, Casa Bast",La Magdalena Contreras,19.32074,-99.23935,$710.00 
9/23/2022,Casa de Karla y Víctor,Miguel Hidalgo,19.40104,-99.17478,$250.00 
9/22/2022,"Recámara independiente y privada, rodeada de naturaleza en un jardín apacible.",Cuauhtémoc,19.4495,-99.16142,$834.00 
9/22/2022,Cerca de San Jerónimo Casa Bast,La Magdalena Contreras,19.32158,-99.24059,$710.00 
9/22/2022,Coyoacán/Seguridad24/7-2Rec2Bañ/Estacionamiento/AC,Coyoacán,19.29983,-99.11003,$686.00 
9/23/2022,"Confortable, excelente ubicación en la Roma Norte",Cuauhtémoc,19.41746,-99.17344,"$1,000.00 "
9/23/2022,Centric OASIS in CDMX / Terrace / 5 BR / Wifi 50Mb,Cuauhtémoc,19.42147,-99.17054,"$2,767.00 "
9/23/2022,2 bedroom apartment in the heart of Condesa,Cuauhtémoc,19.41115,-99.17445,"$1,306.00 "
9/22/2022,Hermosa habitación en departamento,Benito Juárez,19.37187621,-99.16582868,$300.00 
9/23/2022,Mediano departamento ideal para dos personas.,Cuauhtémoc,19.4199,-99.15355,$400.00 
9/23/2022,ESPECTACULAR VISTA CIUDAD DE MEXICO 1,Miguel Hidalgo,19.40124,-99.17169,"$2,229.00 "
9/23/2022,Alto Polanco - Spectacular Apartment Amazing View,Miguel Hidalgo,19.4396,-99.18253,"$1,400.00 "
9/23/2022,"Habitacion Privada, Col. Roma cerca Paseo Reforma",Cuauhtémoc,19.42194,-99.17258,$500.00 
9/23/2022,Tribal Bohemian Penthouse with balcony in Condesa,Cuauhtémoc,19.40893,-99.17239,"$1,714.00 "
9/23/2022,Room in the heart of CDMX Chapultepec Condesa Roma,Miguel Hidalgo,19.41363,-99.18446,$330.00 
9/22/2022,Amplio departamento en excelente ubicación,Álvaro Obregón,19.34998,-99.18531,$890.00 
9/23/2022,Condesa Terraza y ubicación ideal 1-4 personas,Cuauhtémoc,19.4124,-99.17217,$694.00 
9/22/2022,AMPLIO E INDEPENDIENTE APARTAMENTO COMODO,La Magdalena Contreras,19.3108,-99.26094,"$1,000.00 "
9/22/2022,Familia anfitriona VARGAS REYES,Álvaro Obregón,19.30548,-99.27155,$332.00 
9/22/2022,Home sweet home in Coyoacan -BC,Coyoacán,19.35616,-99.16998,"$1,400.00 "
9/23/2022,Amplias Habitaciones cerca del Ángel y Chapultepec,Cuauhtémoc,19.4322,-99.16479,"$2,900.00 "
9/22/2022,Amplia habitación contemporánea y cómoda terraza,Cuauhtémoc,19.4495,-99.16142,"$1,036.00 "
9/22/2022,Home sweet home in Coyoacan -AB,Coyoacán,19.35625,-99.1711,"$1,600.00 "
9/22/2022,Calor de hogar,Iztapalapa,19.31783,-99.07346,$350.00 
9/23/2022,Apartment Downtown 1506,Cuauhtémoc,19.43457,-99.14468,$750.00 
9/23/2022,Amores Cozy Flat,Benito Juárez,19.39164,-99.16306,$325.00 
9/23/2022,Nuevo Leon Caribe Vintage House,Cuauhtémoc,19.41097,-99.17316,"$1,240.00 "
9/22/2022,"Departamento nuevo, iluminado, cerca de Coyoacán",Benito Juárez,19.35987,-99.14725,$890.00 
9/22/2022,Love APT - Privileged location - Well Equipped,Cuauhtémoc,19.45546,-99.14474,$380.00 
9/23/2022,CONDESA · TROPICAL CHIC ·  walk everywhere,Cuauhtémoc,19.40893,-99.17239,"$1,588.00 "
9/23/2022,Cuarto en Penthouse Hospital Militar 1/Carso A,Miguel Hidalgo,19.43652,-99.20889,$566.00 
9/23/2022,Luxury apartment in Polanco !! Great option,Miguel Hidalgo,19.44304,-99.20475,"$1,450.00 "
9/23/2022,Habitaciòn con baño privado,Cuauhtémoc,19.40427,-99.16966,$240.00 
9/23/2022,Gardenia 32 Renta de Habitación Amueblada,Cuauhtémoc,19.42637,-99.15321,$300.00 
9/23/2022,4BRM 3.5BTH COOLEST FLAT IN❤️OF CONDESA F EQUIPPED,Cuauhtémoc,19.40893,-99.17239,"$3,023.00 "
9/23/2022,Hermoso piso en  Reforma e Insurgentes,Cuauhtémoc,19.43012,-99.15806,$956.00 
9/22/2022,"Vapor disinfected, walk to Six Flags, near Colmex",Tlalpan,19.29061,-99.21774,$900.00 
9/22/2022,La Casita,Venustiano Carranza,19.4355,-99.08518,$900.00 
9/22/2022,Santa del Pedregal 88m2/947sqft,Tlalpan,19.3099,-99.22419,$793.00 
9/23/2022,Lovely downtown apartment,Cuauhtémoc,19.42451,-99.16838,"$1,900.00 "
9/23/2022,Room w bathroom in my art studio near Reforma,Cuauhtémoc,19.42926,-99.15602,$400.00 
9/22/2022,Apartamento independiente en primer piso,Benito Juárez,19.38327,-99.1543,$650.00 
9/22/2022,Prívate bedroom with bathroom. Clean and new,Benito Juárez,19.38794,-99.16392,"$1,000.00 "
9/22/2022,Bonito Loft con vista al jardín!,Tlalpan,19.27216,-99.16017,$495.00 
9/23/2022,Wake up to Sweeping City Views at a Sleek Urban Nest,Cuauhtémoc,19.43381,-99.15117,"$2,667.00 "
9/22/2022,"CASA EN PEDREGAL , COLONIAL MEXICANO",Álvaro Obregón,19.32626,-99.20603,"$71,570.00 "
9/23/2022,Pacific House with upright Piano,Miguel Hidalgo,19.41177,-99.18458,"$1,800.00 "
9/23/2022,Apartamento Bolívar OCHO CATORCE,Benito Juárez,19.39311,-99.14331,$750.00 
9/23/2022,Relax at the Cozy “Barragan” Art suite,Cuauhtémoc,19.42234,-99.16106,"$1,243.00 "
9/22/2022,"Villa Coapa, dúplex, súper luminoso y ventilado.",Tlalpan,19.28749,-99.12764,$582.00 
9/22/2022,Habitación en Santa Maria la Ribera,Cuauhtémoc,19.44858,-99.15452,$300.00 
9/23/2022,Lujoso depto. en Reforma 222,Cuauhtémoc,19.42867,-99.16167,"$9,857.00 "
9/23/2022,Family Traveling Apartment in Polanco 2 Br 2 Bth,Miguel Hidalgo,19.43712,-99.18945,"$3,794.00 "
9/23/2022,Departamento en Condesa,Cuauhtémoc,19.40874,-99.17629,"$1,000.00 "
9/23/2022,Loft Roma,Cuauhtémoc,19.42061,-99.15281,$969.00 
9/23/2022,Hamburgo 29,Cuauhtémoc,19.42758,-99.16014,"$1,697.00 "
9/22/2022,¡Enamórate de mi céntrico espacio para 3 en CDMX!,Cuauhtémoc,19.4194,-99.13594,$500.00 
9/22/2022,Habitación tranquila ideal para chicas !,Benito Juárez,19.36705,-99.14076,$250.00 
9/23/2022,2 flats in Condesa for up to 12 people.  3rd floor,Cuauhtémoc,19.41559,-99.16956,"$6,500.00 "
9/22/2022,206 Perfect Location...  2bdrm 2bath A/C Apt.,Cuauhtémoc,19.42868,-99.13371,"$1,477.00 "
9/22/2022,Dpto 3er piso,Xochimilco,19.28221,-99.12754,$700.00 
9/22/2022,Suite 12 Departamento 1 rec. Lomas de Chapultepec,Miguel Hidalgo,19.42297,-99.22602,"$3,300.00 "
