,nombre_col,codigo_postal,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado
114,PEDREGAL DE SANTA URSULA II,4600,1435.46,19.30838063,-99.15033709,Coyoacán,CDMX
115,PEDREGAL DE SANTA URSULA III,4600,1435.46,19.30939556,-99.15675611,Coyoacán,CDMX
116,XOTEPINGO,4610,3763.070411,19.32798748,-99.14063911,Coyoacán,CDMX
117,LAS TROJES COAPA (U HAB),4650,3169.78,19.30797273,-99.13908734,Coyoacán,CDMX
118,SANTA URSULA COYOACAN,4650,3966.915489,19.30373716,-99.17246613,Coyoacán,CDMX
119,JOYAS DEL PEDREGAL (FRACC),4660,4054.03,19.30555088,-99.15794805,Coyoacán,CDMX
120,CENTRO URBANO (U HAB),4700,5112.97,19.30687418,-99.17433364,Coyoacán,CDMX
121,VILLA PANAMERICANA 3ERA. SECCIN (U HAB),4700,5112.97,19.30768187,-99.17213921,Coyoacán,CDMX
122,VILLA PANAMERICANA 4TA. SECCIN (U HAB),4700,5112.97,19.3070104,-99.16940591,Coyoacán,CDMX
123,VILLA PANAMERICANA 5TA. SECCIN (U HAB),4700,5112.97,19.30899324,-99.16832673,Coyoacán,CDMX
124,VILLA PANAMERICANA 6TA. SECCIN (U HAB),4700,5112.97,19.31106294,-99.16975358,Coyoacán,CDMX
125,VILLA PANAMERICANA 7MA. SECCIN (U HAB),4700,5112.97,19.30392025,-99.16727237,Coyoacán,CDMX
126,VISTAS DEL MAUREL (U HAB),4700,3946.77,19.30528376,-99.17338819,Coyoacán,CDMX
127,CANTIL DEL PEDREGAL,4730,2953.56,19.30048793,-99.15736358,Coyoacán,CDMX
128,MEDIA LUNA,4737,2953.56,19.30196373,-99.16032783,Coyoacán,CDMX
129,EL CARACOL,4739,4268.102549,19.30425439,-99.16350913,Coyoacán,CDMX
130,LOS CEDROS (FRACC),4800,3123.51,19.31374525,-99.11298204,Coyoacán,CDMX
131,EMILIANO ZAPATA (U HAB),4810,1853.75,19.31751083,-99.11023891,Coyoacán,CDMX
132,JARDINES DE COYOACAN (FRACC),4810,4442.118908,19.31399057,-99.12694142,Coyoacán,CDMX
133,PRADOS DE COYOACAN,4810,2798.592074,19.318219,-99.13184475,Coyoacán,CDMX
134,EMILIANO ZAPATA,4815,3761.989901,19.3266326,-99.13793632,Coyoacán,CDMX
135,CARMEN SERDAN,4850,3273.75,19.31976097,-99.10834572,Coyoacán,CDMX
136,LAS CABAAS,4850,4373.05,19.31106677,-99.12743645,Coyoacán,CDMX
137,EL VERGEL DE COYOACAN ( INFONAVIT EL HUESO) (U HAB),4859,4323.3,19.30733156,-99.13653432,Coyoacán,CDMX
138,ESPARTACO,4870,2820.79201,19.3176632,-99.13530923,Coyoacán,CDMX
139,LOS ROBLES (FRACC),4870,2503.45,19.31509008,-99.13323944,Coyoacán,CDMX
140,LAS CAMPANAS,4890,3275.892927,19.3080377,-99.11993716,Coyoacán,CDMX
141,LOS OLIVOS (U HAB),4890,5970.23,19.31257104,-99.13426627,Coyoacán,CDMX
142,EL PARQUE DE COYOACAN (FRACC),4899,4421.715666,19.31101348,-99.1310007,Coyoacán,CDMX
143,CANAL NACIONAL (U HAB),4909,3764.91,19.30856854,-99.10076225,Coyoacán,CDMX
144,STUNAM CULHUACAN (U HAB),4909,3273.75,19.32100016,-99.10311434,Coyoacán,CDMX
145,CAFETALES I (RDCIAL),4918,3814.501342,19.31303889,-99.10964201,Coyoacán,CDMX
146,LOS GIRASOLES I,4920,4574.596168,19.30512227,-99.12176306,Coyoacán,CDMX
147,LOS GIRASOLES III,4920,4468.473388,19.3079899,-99.12586933,Coyoacán,CDMX
148,SANTA CECILIA,4930,3152.208285,19.30708776,-99.11402592,Coyoacán,CDMX
149,LOS SAUCES (FRACC),4940,3227.097143,19.30390683,-99.11648843,Coyoacán,CDMX
150,EL MIRADOR,4950,4344.85388,19.30222899,-99.10872701,Coyoacán,CDMX
151,HACIENDAS DE COYOACAN (FRACC),4970,3356.300318,19.30306847,-99.11220654,Coyoacán,CDMX
152,VIEJO EJIDO SANTA URSULA COAPA,4980,2113.51194,19.30475503,-99.14043567,Coyoacán,CDMX
0,LAS TINAJAS,5370,11771.848,19.35697515,-99.28070791,Cuajimalpa,CDMX
1,AMADO NERVO,5000,2183.41,19.36830231,-99.29520154,Cuajimalpa,CDMX
2,BOSQUES DE LAS LOMAS,5000,5798.997818,19.38684789,-99.25766081,Cuajimalpa,CDMX
3,EL CONTADERO,5000,2485.805564,19.34875418,-99.2960624,Cuajimalpa,CDMX
4,EL MOLINO,5000,2955.958295,19.36569044,-99.28247036,Cuajimalpa,CDMX
5,JARDINES DE LA PALMA (HUIZACHITO),5000,2622.922119,19.37036912,-99.28033965,Cuajimalpa,CDMX
6,LOMAS DEL CHAMIZAL,5000,3851.097397,19.38956049,-99.26258932,Cuajimalpa,CDMX
7,SAN JOSE DE LOS CEDROS II,5000,2225.319016,19.36672265,-99.28756828,Cuajimalpa,CDMX
8,TEPETONGO,5000,2715.99785,19.37152603,-99.29181542,Cuajimalpa,CDMX
9,ZENTLAPATL,5010,1149.962215,19.3540501,-99.30778398,Cuajimalpa,CDMX
10,LOMA DEL PADRE,5020,1116.347146,19.3463386,-99.31102172,Cuajimalpa,CDMX
11,SAN PEDRO CUAJIMALPA (PBLO),5030,2411.207932,19.35656245,-99.29741497,Cuajimalpa,CDMX
12,AHUATENCO,5039,1958.330881,19.36447758,-99.3011631,Cuajimalpa,CDMX
13,SAN PABLO CHIMALPA (PBLO),5050,1034.514,19.35302772,-99.31769488,Cuajimalpa,CDMX
14,EBANO (U HAB),5100,1999.032243,19.37427309,-99.28862162,Cuajimalpa,CDMX
15,LOMAS DE VISTA HERMOSA,5100,3158.367745,19.38034734,-99.27297753,Cuajimalpa,CDMX
16,PALO ALTO (GRANJAS),5118,4332.982923,19.38435145,-99.25377594,Cuajimalpa,CDMX
17,SAN JOSE DE LOS CEDROS I,5200,1781.35,19.36765438,-99.28990631,Cuajimalpa,CDMX
18,NAVIDAD (GRANJAS DE NAVIDAD),5219,2290.399354,19.37353757,-99.28507038,Cuajimalpa,CDMX
19,LA RETAMA,5230,2014.27,19.37507377,-99.2890657,Cuajimalpa,CDMX
20,JESUS DEL MONTE,5260,2091.918267,19.36680997,-99.29378246,Cuajimalpa,CDMX
21,MANZANASTITLA,5270,2125.980692,19.36618914,-99.29800326,Cuajimalpa,CDMX
22,ADOLFO LOPEZ MATEOS,5280,2183.41,19.36415936,-99.29526629,Cuajimalpa,CDMX
23,EL YAQUI,5300,7774.541541,19.36194078,-99.28331865,Cuajimalpa,CDMX
24,EL MOLINITO,5310,1620.71,19.36150486,-99.28707002,Cuajimalpa,CDMX
25,MEMETLA,5310,1620.71,19.36053251,-99.28599902,Cuajimalpa,CDMX
26,LOMAS DE MEMETLA,5330,1797.596596,19.35652935,-99.28804074,Cuajimalpa,CDMX
27,CORREDOR SANTA FE,5348,12276.75292,19.36053143,-99.27258652,Cuajimalpa,CDMX
28,EL TIANGUILLO,5400,890.9928195,19.32426332,-99.32299255,Cuajimalpa,CDMX
29,1o DE MAYO,5410,1479.518929,19.33814555,-99.32401561,Cuajimalpa,CDMX
30,LAS LAJAS,5410,1098.5,19.3175804,-99.3335047,Cuajimalpa,CDMX
31,SAN LORENZO ACOPILCO (PBLO),5410,1242.593383,19.33022864,-99.32614126,Cuajimalpa,CDMX
32,TEXCALCO,5410,196.31,19.32866943,-99.33109569,Cuajimalpa,CDMX
33,PORTAL DEL SOL,5500,8366.111319,19.34938895,-99.26814902,Cuajimalpa,CDMX
34,LA VENTA,5520,626.7161111,19.33383148,-99.31010168,Cuajimalpa,CDMX
35,ABDIAS GARCIA SOTO,5530,1620.71,19.35222655,-99.29234157,Cuajimalpa,CDMX
36,SAN MATEO TLALTENANGO (PBLO),5600,2328.250418,19.34374559,-99.27545871,Cuajimalpa,CDMX
37,CRUZ BLANCA,5700,1034.499901,19.32105124,-99.32737122,Cuajimalpa,CDMX
38,LA PILA,5710,1002.972759,19.31826894,-99.33411936,Cuajimalpa,CDMX
39,XALPA,5730,793.0218939,19.31455257,-99.33110437,Cuajimalpa,CDMX
40,COLA DE PATO,5750,790.69,19.30590659,-99.33956453,Cuajimalpa,CDMX
41,AGUA BENDITA,5780,1078.542036,19.35623283,-99.30836298,Cuajimalpa,CDMX
0,ROMA NORTE III,6500,7024.041469,19.41481706,-99.16028556,Cuauhtémoc,CDMX
1,SAN RAFAEL II,6470,5431.791604,19.43840397,-99.16450353,Cuauhtémoc,CDMX
2,GUERRERO III,6300,4347.390421,19.44266827,-99.14598608,Cuauhtémoc,CDMX
3,CENTRO III,6020,5409.102184,19.43726674,-99.12801597,Cuauhtémoc,CDMX
4,DOCTORES II,6720,4774.098325,19.41983759,-99.15087846,Cuauhtémoc,CDMX
5,TABACALERA,6030,8054.472579,19.43604033,-99.15364071,Cuauhtémoc,CDMX
6,ATLAMPA,6450,4047.926597,19.4580646,-99.15545556,Cuauhtémoc,CDMX
7,CENTRO II,6010,5370.512052,19.4397953,-99.12828031,Cuauhtémoc,CDMX
8,CENTRO I,6000,5255.666457,19.44174293,-99.13152682,Cuauhtémoc,CDMX
9,CENTRO IV,6000,7308.020553,19.43341577,-99.13713763,Cuauhtémoc,CDMX
10,CENTRO V,6000,8564.346974,19.42751561,-99.13711908,Cuauhtémoc,CDMX
11,CENTRO VII,6000,6309.28277,19.42988122,-99.12809134,Cuauhtémoc,CDMX
12,MORELOS I,6000,3866.667324,19.44984279,-99.12983248,Cuauhtémoc,CDMX
13,OBRERA I,6000,4239.503041,19.41932771,-99.13959958,Cuauhtémoc,CDMX
14,OBRERA IV,6000,3956.408185,19.41039742,-99.13805405,Cuauhtémoc,CDMX
15,GUERRERO IV,6010,4997.867755,19.4410683,-99.14187009,Cuauhtémoc,CDMX
16,MORELOS II,6020,3818.45,19.44722814,-99.12656272,Cuauhtémoc,CDMX
17,SANTA MARIA LA RIBERA II,6030,4678.025079,19.44956766,-99.15832461,Cuauhtémoc,CDMX
18,SANTA MARIA INSURGENTES,6040,3915.68,19.46213004,-99.14753601,Cuauhtémoc,CDMX
19,CENTRO VI,6060,6738.990224,19.42483596,-99.13482034,Cuauhtémoc,CDMX
20,CENTRO VIII,6080,7461.260112,19.43066694,-99.14657003,Cuauhtémoc,CDMX
21,PAULINO NAVARRO,6080,3888.605939,19.41186803,-99.1304246,Cuauhtémoc,CDMX
22,TRANSITO,6080,4923.840067,19.4194637,-99.13151476,Cuauhtémoc,CDMX
23,CONDESA,6140,4945.298461,19.4150294,-99.17655697,Cuauhtémoc,CDMX
24,NONOALCO-TLATELOLCO (U HAB) II,6140,5084.39,19.45324762,-99.14187227,Cuauhtémoc,CDMX
25,HIPODROMO CONDESA,6170,4863.53384,19.40986558,-99.17883843,Cuauhtémoc,CDMX
26,HIPODROMO I,6170,6681.815132,19.41226787,-99.16937918,Cuauhtémoc,CDMX
27,HIPODROMO II,6170,5397.929627,19.40681455,-99.1726369,Cuauhtémoc,CDMX
28,MORELOS III,6200,4217.695773,19.44535479,-99.13333801,Cuauhtémoc,CDMX
29,PERALVILLO I,6200,3915.68,19.4626292,-99.13699515,Cuauhtémoc,CDMX
30,PERALVILLO II,6200,4031.864293,19.46097882,-99.13103984,Cuauhtémoc,CDMX
31,EX HIPODROMO DE PERALVILLO,6220,3517.642578,19.45691002,-99.13462862,Cuauhtémoc,CDMX
32,VALLE GOMEZ,6240,3585.540372,19.45879687,-99.12495966,Cuauhtémoc,CDMX
33,FELIPE PESCADOR,6280,3340.272025,19.45511388,-99.12491436,Cuauhtémoc,CDMX
34,GUERRERO I,6300,4162.169243,19.44878428,-99.14377672,Cuauhtémoc,CDMX
35,GUERRERO II,6300,5569.632524,19.44701367,-99.13989303,Cuauhtémoc,CDMX
36,NONOALCO-TLATELOLCO (U HAB) I,6300,5084.39,19.45493884,-99.14755844,Cuauhtémoc,CDMX
37,BUENAVISTA I,6350,5493.173782,19.44854832,-99.14818801,Cuauhtémoc,CDMX
38,BUENAVISTA II,6350,5711.013329,19.44153647,-99.1502046,Cuauhtémoc,CDMX
39,SAN RAFAEL I,6400,5941.015575,19.43717628,-99.15948677,Cuauhtémoc,CDMX
40,SANTA MARIA LA RIBERA I,6400,4443.054346,19.45292831,-99.15826925,Cuauhtémoc,CDMX
41,SANTA MARIA LA RIBERA IV,6400,4478.005523,19.44456411,-99.15923829,Cuauhtémoc,CDMX
42,SANTA MARIA (U HAB),6430,3915.68,19.45628227,-99.15708062,Cuauhtémoc,CDMX
43,CUAUHTEMOC,6500,10937.15908,19.42979083,-99.16902575,Cuauhtémoc,CDMX
44,JUAREZ,6600,11217.94025,19.42822869,-99.16052083,Cuauhtémoc,CDMX
45,DOCTORES IV,6700,4878.578972,19.41309135,-99.15056719,Cuauhtémoc,CDMX
46,ROMA NORTE I,6700,7634.569445,19.41968602,-99.16948313,Cuauhtémoc,CDMX
47,ROMA NORTE II,6700,7156.073693,19.42197467,-99.15815904,Cuauhtémoc,CDMX
48,DOCTORES I,6720,5140.7927,19.42296373,-99.14712242,Cuauhtémoc,CDMX
49,DOCTORES III,6720,4649.759283,19.41640848,-99.1461753,Cuauhtémoc,CDMX
50,DOCTORES V,6720,5044.748177,19.41073231,-99.14638922,Cuauhtémoc,CDMX
51,OBRERA II,6720,4161.630271,19.41517318,-99.13993207,Cuauhtémoc,CDMX
52,ROMA SUR I,6760,4903.855913,19.40839796,-99.1629922,Cuauhtémoc,CDMX
53,ROMA SUR II,6760,5011.361579,19.40408133,-99.1634206,Cuauhtémoc,CDMX
54,OBRERA III,6800,4077.441067,19.41070175,-99.14179287,Cuauhtémoc,CDMX
55,ASTURIAS,6820,3911.423753,19.40468354,-99.13026098,Cuauhtémoc,CDMX
56,ESPERANZA,6840,4113.345893,19.42086551,-99.12861177,Cuauhtémoc,CDMX
57,VISTA ALEGRE,6850,4113.155331,19.41057398,-99.13308468,Cuauhtémoc,CDMX
58,ALGARIN,6880,4923.35077,19.40556734,-99.14046915,Cuauhtémoc,CDMX
59,ASTURIAS (AMPL),6890,4003.204883,19.40704621,-99.13107209,Cuauhtémoc,CDMX
60,NONOALCO-TLATELOLCO (U HAB) III,6900,5321.808357,19.45218747,-99.13467429,Cuauhtémoc,CDMX
61,SAN SIMON TOLNAHUAC,6920,3519.45,19.45874001,-99.14276392,Cuauhtémoc,CDMX
0,15 DE AGOSTO,7880,2425.71,19.48487485,-99.10704528,Gustavo A. Madero,CDMX
1,25 DE JULIO,7570,1833.008176,19.49565238,-99.08147544,Gustavo A. Madero,CDMX
2,51 LEGISLATURA,7460,2145.412609,19.48352257,-99.09307167,Gustavo A. Madero,CDMX
3,6 DE JUNIO,7788,781.7716822,19.55060371,-99.12587046,Gustavo A. Madero,CDMX
4,7 DE NOVIEMBRE,7840,2126.505874,19.45957128,-99.11975349,Gustavo A. Madero,CDMX
5,ACUEDUCTO DE GUADALUPE (RDCIAL),7270,3093.31,19.5235893,-99.14979428,Gustavo A. Madero,CDMX
6,ACUEDUCTO DE GUADALUPE (U HAB),7279,3615.738464,19.52697053,-99.1505314,Gustavo A. Madero,CDMX
7,AHUEHUETES,7530,711.6815449,19.54601626,-99.13122056,Gustavo A. Madero,CDMX
8,AIDEE SOLS CRDENAS-MATAS ROMERO (U HAB),7280,1191.33,19.53356919,-99.14599881,Gustavo A. Madero,CDMX
9,ARAGON INGUARAN,7880,1981.83,19.47073691,-99.10740727,Gustavo A. Madero,CDMX
10,ARAGON LA VILLA (ARAGON),7940,2148.535759,19.47961869,-99.11503691,Gustavo A. Madero,CDMX
11,ARBOLEDAS DE CUAUTEPEC,7240,525.625509,19.56117933,-99.1250456,Gustavo A. Madero,CDMX
12,ARBOLEDAS DE CUAUTEPEC (AMPL),7750,539.7326437,19.56537224,-99.12570825,Gustavo A. Madero,CDMX
13,ARROYO GUADALUPE (U HAB),7720,2747.95,19.51084074,-99.13671126,Gustavo A. Madero,CDMX
14,BELISARIO DOMINGUEZ,7890,1981.83,19.46267915,-99.11085419,Gustavo A. Madero,CDMX
15,BENITO JUAREZ,7290,944.33,19.53249945,-99.13917465,Gustavo A. Madero,CDMX
16,BENITO JUAREZ (AMPL),7259,883.2521607,19.53496056,-99.13806116,Gustavo A. Madero,CDMX
17,BONDOJITO,7860,1981.83,19.46676264,-99.11089516,Gustavo A. Madero,CDMX
18,C T M ARAGON (U),7990,2233.44,19.45291587,-99.05617555,Gustavo A. Madero,CDMX
19,C T M ARAGON AMPLIACION (U),7999,2233.44,19.45539975,-99.05333891,Gustavo A. Madero,CDMX
20,CAMINO A SAN JUAN DE ARAGON (PBLO),7969,2252.96,19.46827618,-99.08929972,Gustavo A. Madero,CDMX
21,CAMPESTRE ARAGON I,7930,2041.86,19.48792994,-99.07880856,Gustavo A. Madero,CDMX
22,CAMPESTRE ARAGON II,7960,2041.86,19.48310728,-99.08112239,Gustavo A. Madero,CDMX
23,CAPULTITLAN,7770,2611.56,19.47816145,-99.13320299,Gustavo A. Madero,CDMX
24,CASAS ALEMAN (AMPL) I,7960,1993.89,19.47729809,-99.08156877,Gustavo A. Madero,CDMX
25,CASAS ALEMAN (AMPL) II,7969,1993.89,19.47841696,-99.08680023,Gustavo A. Madero,CDMX
26,CASTILLO CHICO,7258,999.1610316,19.54093434,-99.13610288,Gustavo A. Madero,CDMX
27,CASTILLO GRANDE,7290,963.7799762,19.53806776,-99.1383248,Gustavo A. Madero,CDMX
28,CASTILLO GRANDE (AMPL),7258,734.45,19.53675795,-99.13685638,Gustavo A. Madero,CDMX
29,CERRO PRIETO,7960,1981.83,19.45271672,-99.09828707,Gustavo A. Madero,CDMX
30,CHALMA DE GUADALUPE I,7210,985.2473129,19.55538803,-99.15091227,Gustavo A. Madero,CDMX
31,CHALMA DE GUADALUPE II,7230,985.96,19.55000993,-99.15431081,Gustavo A. Madero,CDMX
32,CHURUBUSCO TEPEYAC,7730,2959.373514,19.48727146,-99.13781711,Gustavo A. Madero,CDMX
33,COCOYOTES,7190,585.93,19.54826579,-99.13079116,Gustavo A. Madero,CDMX
34,COCOYOTES (AMPL),7188,672.9,19.55079956,-99.12792479,Gustavo A. Madero,CDMX
35,COMPOSITORES MEXICANOS,7230,635.32,19.56561995,-99.14042392,Gustavo A. Madero,CDMX
36,CONSTITUCION DE LA REPUBLICA,7469,2346.712418,19.48323021,-99.1002972,Gustavo A. Madero,CDMX
37,COOPERATIVA LUIS ENRIQUE RODRGUEZ OROZCO (U HAB),7280,1191.33,19.53055009,-99.14226247,Gustavo A. Madero,CDMX
38,CTM ATZACOALCO (U HAB),7420,1688.044303,19.50764747,-99.09970984,Gustavo A. Madero,CDMX
39,CTM EL RISCO (U HAB),7090,1715.62,19.50940326,-99.09598612,Gustavo A. Madero,CDMX
40,CUAUTEPEC DE MADERO,7200,938.48,19.54562703,-99.13903566,Gustavo A. Madero,CDMX
41,CUAUTEPEC EL ALTO (PBLO),7700,914.8437966,19.55703149,-99.13394294,Gustavo A. Madero,CDMX
42,CUCHILLA DEL TESORO,7900,2233.44,19.44812714,-99.05800764,Gustavo A. Madero,CDMX
43,CUCHILLA LA JOYA,7890,1981.83,19.45815035,-99.11104701,Gustavo A. Madero,CDMX
44,DEFENSORES DE LA REPUBLICA,7880,2760.982271,19.47524248,-99.14304472,Gustavo A. Madero,CDMX
45,DEL BOSQUE,7230,938.48,19.5447288,-99.14297822,Gustavo A. Madero,CDMX
46,DEL OBRERO,7440,1948.5,19.50021407,-99.09140176,Gustavo A. Madero,CDMX
47,DM NACIONAL,7495,2243.22,19.47560336,-99.09584475,Gustavo A. Madero,CDMX
48,EDUARDO MOLINA I (U HAB),7458,2530.28,19.48314849,-99.09104532,Gustavo A. Madero,CDMX
49,EDUARDO MOLINA II (U HAB),7469,2530.28,19.4831208,-99.09213066,Gustavo A. Madero,CDMX
50,EJIDOS SAN JUAN DE ARAGON 1A SECCION (U HAB),7950,2252.96,19.46925544,-99.09210921,Gustavo A. Madero,CDMX
51,EJIDOS SAN JUAN DE ARAGON 2A SECCION (U HAB),7969,2177.42,19.46563988,-99.07704536,Gustavo A. Madero,CDMX
52,EL ARBOLILLO,7530,944.33,19.53632457,-99.14113351,Gustavo A. Madero,CDMX
53,EL ARBOLILLO 1 (U HAB),7240,1985.67,19.5300045,-99.14788151,Gustavo A. Madero,CDMX
54,EL ARBOLILLO 2 (U HAB),7280,1191.33,19.53410348,-99.14455693,Gustavo A. Madero,CDMX
55,EL ARBOLILLO 3 (U HAB),7280,1191.33,19.53789915,-99.14489577,Gustavo A. Madero,CDMX
56,EL CARMEN,7199,1005.168959,19.54312551,-99.13306381,Gustavo A. Madero,CDMX
57,EL COYOL (U HAB),7420,2518.686,19.48808983,-99.09008188,Gustavo A. Madero,CDMX
58,EL OLIVO,7950,1852.598503,19.47359728,-99.08664842,Gustavo A. Madero,CDMX
59,EMILIANO ZAPATA,7889,1981.83,19.46141462,-99.11778041,Gustavo A. Madero,CDMX
60,EMILIANO ZAPATA (AMPL),7860,1981.83,19.46398241,-99.10572586,Gustavo A. Madero,CDMX
61,ESTANZUELA,7360,2156.28987,19.49043178,-99.1097769,Gustavo A. Madero,CDMX
62,ESTRELLA,7810,2738.244745,19.47514581,-99.11673119,Gustavo A. Madero,CDMX
63,EX-ESCUELA DE TIRO,7960,1981.83,19.45323929,-99.09969012,Gustavo A. Madero,CDMX
64,FAJA DE ORO,7860,1981.83,19.46652134,-99.10524958,Gustavo A. Madero,CDMX
65,FERNANDO CASAS ALEMAN,7960,1981.83,19.45249999,-99.0959227,Gustavo A. Madero,CDMX
66,FERROCARRILERA INSURGENTES,7495,2530.28,19.48203461,-99.09236489,Gustavo A. Madero,CDMX
67,FOVISSSTE CUCHILLA (U HAB),7950,2252.96,19.47186652,-99.08755618,Gustavo A. Madero,CDMX
68,FOVISSSTE RIO DE GUADALUPE (U HAB),7950,2252.96,19.4726636,-99.08841237,Gustavo A. Madero,CDMX
69,FOVISSTE ARAGON (U HAB),7990,2759.89,19.45358754,-99.06142255,Gustavo A. Madero,CDMX
70,GABRIEL HERNANDEZ,7080,1433.711695,19.49829849,-99.09984059,Gustavo A. Madero,CDMX
71,GABRIEL HERNANDEZ (AMPL) I,7090,1438.198442,19.50324635,-99.09793418,Gustavo A. Madero,CDMX
72,GABRIEL HERNANDEZ (AMPL) II,7089,1435.25,19.50602632,-99.10378278,Gustavo A. Madero,CDMX
73,GENERAL FELIPE BERRIOZABAL,7220,585.93,19.55509025,-99.12824178,Gustavo A. Madero,CDMX
74,GERTRUDIS SANCHEZ 1A SECCION,7830,1981.83,19.46938421,-99.10435571,Gustavo A. Madero,CDMX
75,GERTRUDIS SANCHEZ 2A SECCION,7839,1981.83,19.46653563,-99.09982967,Gustavo A. Madero,CDMX
76,GERTRUDIS SANCHEZ 3A SECCION,7880,1981.83,19.46149318,-99.1017218,Gustavo A. Madero,CDMX
77,GRACIANO SANCHEZ,7210,985.96,19.55683048,-99.14727889,Gustavo A. Madero,CDMX
78,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),7950,2243.22,19.47857588,-99.1050828,Gustavo A. Madero,CDMX
79,GUADALUPE INSURGENTES,7870,3159.191272,19.47344849,-99.13255061,Gustavo A. Madero,CDMX
80,GUADALUPE PROLETARIA,7760,2044.791965,19.52161808,-99.15554428,Gustavo A. Madero,CDMX
81,GUADALUPE PROLETARIA (AMPL),7680,1916.098023,19.52159041,-99.15212124,Gustavo A. Madero,CDMX
82,GUADALUPE TEPEYAC,7890,2950.008809,19.46746128,-99.12069072,Gustavo A. Madero,CDMX
83,GUADALUPE VICTORIA,7840,938.48,19.53929553,-99.14001731,Gustavo A. Madero,CDMX
84,GUADALUPE VICTORIA II,7870,2790.364011,19.47140818,-99.14071735,Gustavo A. Madero,CDMX
85,HEROE DE NACOZARI,7870,2653.709467,19.47098618,-99.14342357,Gustavo A. Madero,CDMX
86,HEROES DE CHAPULTEPEC,7939,2252.96,19.47387306,-99.09075426,Gustavo A. Madero,CDMX
87,HORNOS DE ARAGON (U HAB),7950,2252.96,19.47110489,-99.08049139,Gustavo A. Madero,CDMX
88,INDECO (U HAB),7990,2252.96,19.47331812,-99.08986648,Gustavo A. Madero,CDMX
89,INDUSTRIAL I,7880,3513.077005,19.47397784,-99.12415656,Gustavo A. Madero,CDMX
90,INDUSTRIAL II,7870,3165.47363,19.47493839,-99.12834942,Gustavo A. Madero,CDMX
91,INFONAVIT (U HAB),7330,2716.99,19.51602238,-99.1414472,Gustavo A. Madero,CDMX
92,INFONAVIT CAMINO SAN JUAN DE ARAGON (U HAB),7950,2252.96,19.4725547,-99.08262122,Gustavo A. Madero,CDMX
93,INFONAVIT LORETO FABELA (U HAB),7950,2252.96,19.47154907,-99.08030062,Gustavo A. Madero,CDMX
94,JAIME S EMILIANO G,7210,938.48,19.54778136,-99.13475855,Gustavo A. Madero,CDMX
95,JORGE NEGRETE,7880,1790.283467,19.52623242,-99.14353058,Gustavo A. Madero,CDMX
96,JOSE MARIA MORELOS Y PAVON I (U HAB),7459,2530.28,19.48391916,-99.0944814,Gustavo A. Madero,CDMX
97,JOSE MARIA MORELOS Y PAVON II (U HAB),7970,2425.71,19.47964387,-99.09168566,Gustavo A. Madero,CDMX
98,JOYAS VALLEJO (U HAB),7620,1918.44,19.52943649,-99.17270847,Gustavo A. Madero,CDMX
99,JUAN DE DIOS BATIZ (U HAB),7360,3136.06,19.50372083,-99.12972857,Gustavo A. Madero,CDMX
100,JUAN GONZALEZ ROMERO,7550,1604.13,19.50531561,-99.08967281,Gustavo A. Madero,CDMX
101,JUVENTINO ROSAS,7230,635.32,19.56275693,-99.13482138,Gustavo A. Madero,CDMX
102,LA CANDELARIA TICOMAN (BARR),7360,1208.901811,19.52115516,-99.1359427,Gustavo A. Madero,CDMX
103,LA CASILDA,7180,585.93,19.55624617,-99.12551201,Gustavo A. Madero,CDMX
104,LA CRUZ (BARR),7730,1357.319794,19.49262454,-99.10200338,Gustavo A. Madero,CDMX
105,LA ESMERALDA (U HAB),7580,2530.28,19.48930997,-99.08520953,Gustavo A. Madero,CDMX
106,LA ESMERALDA I,7549,2530.28,19.48658821,-99.08713081,Gustavo A. Madero,CDMX
107,LA ESMERALDA II,7540,2530.28,19.48590192,-99.08605029,Gustavo A. Madero,CDMX
108,LA ESMERALDA III,7540,2530.28,19.48481732,-99.08457531,Gustavo A. Madero,CDMX
109,LA FORESTAL,7440,657.1487065,19.56306359,-99.13108878,Gustavo A. Madero,CDMX
110,LA FORESTAL 1,7140,635.32,19.56760546,-99.12799916,Gustavo A. Madero,CDMX
111,LA FORESTAL 2,7140,636.5138294,19.56719582,-99.12696484,Gustavo A. Madero,CDMX
112,LA FORESTAL 3,7149,626.5444133,19.56997804,-99.12906281,Gustavo A. Madero,CDMX
113,LA JOYA,7890,1981.83,19.45683908,-99.10898734,Gustavo A. Madero,CDMX
114,LA JOYITA,7890,1981.83,19.46551396,-99.11680369,Gustavo A. Madero,CDMX
115,LA LAGUNA TICOMAN (BARR),7360,2467.399795,19.51403556,-99.1304601,Gustavo A. Madero,CDMX
116,LA MALINCHE,7899,2463.12,19.45287262,-99.10492461,Gustavo A. Madero,CDMX
117,LA PASTORA,7310,945.7699182,19.52732622,-99.13805796,Gustavo A. Madero,CDMX
118,LA PATERA-CONDOMODULOS (U HAB),7720,4232.978574,19.50469602,-99.15497923,Gustavo A. Madero,CDMX
119,LA PRADERA,7560,2048.54,19.47541143,-99.06671436,Gustavo A. Madero,CDMX
120,LA PRADERA I (U HAB),7500,1944.66475,19.47415473,-99.06277686,Gustavo A. Madero,CDMX
121,LA PRADERA II (U HAB),7570,2048.54,19.47186364,-99.06410058,Gustavo A. Madero,CDMX
