nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred,cambio_porcentual
2DA  JALALPA TEPITO (AMPL),1260,1063.626266,19.37507971,-99.23373559,Álvaro Obregón,CDMX,3,0,506.3333333,,,1724.822516,62%
TORIELLO GUERRA,14350,2683.873063,19.29587238,-99.16446886,Tlalpan,CDMX,87,3,587.7701149,,,4352.675007,62%
POTRERILLO (AMPL),10640,1308.628361,19.30746534,-99.25927911,Magdalena Contreras,CDMX,8,0,1322,,,2125.203273,62%
RAMOS MILLAN BRAMADERO I,8000,1411,19.39206964,-99.09660962,Iztacalco,CDMX,20,0,463.55,,,2294.587196,63%
LA POLVORILLA,9880,1351.18,19.32112467,-99.04810601,Iztapalapa,CDMX,12,0,503.8333333,,,2201.394747,63%
PEDREGAL DE SANTA URSULA I,4600,1556.659969,19.31452475,-99.14810128,Coyoacán,CDMX,27,0,665.5555556,,,2544.403084,63%
MIRADOR 1A SECC,14658,1210.08,19.2692296,-99.17899012,Tlalpan,CDMX,22,0,426.4545455,,,1979.91025,64%
LOS PADRES,10340,1287.255617,19.31975131,-99.24840481,Magdalena Contreras,CDMX,4,0,616,,,2107.972573,64%
CHINAMPAC DE JUAREZ III,9920,1309.46,19.37369657,-99.05459106,Iztapalapa,CDMX,0,0,0,,,2144.544078,64%
NUEVA TENOCHTITLAN,16500,1078.67,19.25508467,-99.07324403,Xochimilco,CDMX,1,0,320,,,1769.764359,64%
9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),9220,1309.46,19.37741407,-99.04984904,Iztapalapa,CDMX,1,0,250,,,2148.616861,64%
"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",9220,1309.46,19.38228943,-99.05305201,Iztapalapa,CDMX,1,0,250,,,2148.616861,64%
CHINAMPAC DE JUAREZ II,9225,1309.46,19.37686664,-99.0506229,Iztapalapa,CDMX,1,0,250,,,2148.616861,64%
PEDREGAL DE SN NICOLAS 1A SECC,14900,1152.485331,19.29360959,-99.23523987,Tlalpan,CDMX,5,0,1455.2,,,1893.803074,64%
CHINAMPAC DE JUAREZ I,9220,1309.46,19.37732466,-99.05655634,Iztapalapa,CDMX,2,0,324.5,,,2153.250509,64%
CABEZA DE JUAREZ I (U HAB),9208,1309.46,19.38497502,-99.04409214,Iztapalapa,CDMX,2,0,323.5,,,2153.253705,64%
EJTO CONSTITUCIONALISTA II ( U HAB),9227,1309.46,19.38567532,-99.04362879,Iztapalapa,CDMX,2,0,323.5,,,2153.253705,64%
MEDIA LUNA,4737,2953.56,19.30196373,-99.16032783,Coyoacán,CDMX,80,3,927.6125,,,4858.385066,64%
PARAISO,9510,1319.888249,19.37631147,-99.03281796,Iztapalapa,CDMX,6,0,333,,,2172.710286,65%
GUELATAO DE JUAREZ II (U HAB),9220,1309.46,19.38405911,-99.0447877,Iztapalapa,CDMX,3,0,382.3333333,,,2157.93742,65%
ANTORCHA POPULAR I (U HAB),9227,1309.46,19.38371266,-99.04310581,Iztapalapa,CDMX,3,0,382.3333333,,,2157.93742,65%
CABEZA DE JUAREZ II (U HAB),9230,1309.46,19.38469148,-99.04241537,Iztapalapa,CDMX,3,0,382.3333333,,,2157.93742,65%
CABEZA DE JUAREZ III (U HAB),9230,1309.46,19.38312784,-99.04165628,Iztapalapa,CDMX,3,0,382.3333333,,,2157.93742,65%
SAN MATEO XALPA (PBLO),16880,1067.673444,19.23228342,-99.1204904,Xochimilco,CDMX,1,0,3000,,,1761.199589,65%
LOMAS DE LA ERA,1860,1045.576093,19.32090605,-99.2627322,Álvaro Obregón,CDMX,3,0,382,,,1725.219862,65%
"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",9230,1309.46,19.3870737,-99.04907489,Iztapalapa,CDMX,4,0,237.5,,,2163.272015,65%
ALVARO OBREGON,9220,1309.46,19.37772922,-99.04052654,Iztapalapa,CDMX,5,0,684.4,,,2166.715543,65%
LOMAS DE LOS CEDROS,1840,1046.32,19.3251693,-99.25759896,Álvaro Obregón,CDMX,5,0,923.2,,,1733.233761,66%
SANTA MARTHA ACATITLA,9651,1297.536407,19.37074731,-99.01946656,Iztapalapa,CDMX,2,0,1107,,,2150.749788,66%
GABRIEL RAMOS MILLAN,8740,1374,19.39306173,-99.10169897,Iztacalco,CDMX,18,0,554.6111111,,,2284.552711,66%
CAROLOS PACHECO (U HAB),9578,1290.96,19.36401188,-99.02996526,Iztapalapa,CDMX,1,0,230,,,2148.680777,66%
FUERTE DE LORETO - LA ANTENA (U HAB),9700,1290.96,19.36555164,-99.03197506,Iztapalapa,CDMX,1,0,230,,,2148.680777,66%
EJIDOS SAN JUAN DE ARAGON 2A SECCION (U HAB),7969,2177.42,19.46563988,-99.07704536,Gustavo A. Madero,CDMX,1,2,400,,,3627.395472,67%
PARAJE EL CABALLITO,1856,1029.665273,19.31505617,-99.27141997,Álvaro Obregón,CDMX,1,0,259,,,1715.869476,67%
REFORMA IZTACCIHUATL SUR,8840,1411,19.3776493,-99.12860685,Iztacalco,CDMX,32,0,592.40625,,,2352.636221,67%
ABDIAS GARCIA SOTO,5530,1620.71,19.35222655,-99.29234157,Cuajimalpa,CDMX,71,0,1007.309859,,,2703.577432,67%
MODELO PENSIL,11490,2970.45,19.44628849,-99.19009806,Miguel Hidalgo,CDMX,179,3,1069.217877,,,4961.605531,67%
"EJTO CONSTITUCIONALISTA, SUPERMANZANA II ( U HAB)",9220,1309.46,19.38617445,-99.05624284,Iztapalapa,CDMX,9,0,305.3333333,,,2187.413909,67%
LA ASUNCION (BARR),16600,1061.735323,19.26933572,-99.10147045,Xochimilco,CDMX,2,0,625,,,1773.661373,67%
ART 4TO CONSTITUCIONAL (U HAB),9500,1290.96,19.36784496,-99.0340998,Iztapalapa,CDMX,3,0,246.3333333,,,2158.37205,67%
LA CRUZ (BARR),7730,1357.319794,19.49262454,-99.10200338,Gustavo A. Madero,CDMX,4,0,585.25,,,2270.340328,67%
EJERCITO DE AGUA PRIETA,9578,1290.96,19.36804511,-99.03710422,Iztapalapa,CDMX,4,0,684.75,,,2161.842689,67%
LA PRESA SECCION HORNOS,1270,1028.74271,19.38231582,-99.21617109,Álvaro Obregón,CDMX,3,0,398.6666667,,,1725.166599,68%
STA MARTHA ACATITLA NTE (AMPL) II,9590,1278.691775,19.37569319,-99.01328781,Iztapalapa,CDMX,0,0,0,,,2144.544078,68%
PEON VIEJO (U HAB),9230,1290.96,19.37603381,-99.02952835,Iztapalapa,CDMX,5,0,640.6,,,2166.855519,68%
SANTA CRUZ ACALPIXCA (PBLO),16640,1051.999294,19.24750449,-99.07574464,Xochimilco,CDMX,0,0,0,,,1765.915283,68%
STA MARTHA ACATITLA NTE (AMPL) I,9740,1280.557868,19.38026792,-99.02009163,Iztapalapa,CDMX,2,0,1242.5,,,2150.316755,68%
LA ESTACION,13319,1147.844784,19.31126259,-99.0417124,Tlahuac,CDMX,0,0,0,,,1928.184767,68%
ROMA NORTE III,6500,7024.041469,19.41481706,-99.16028556,Cuauhtémoc,CDMX,1390,4,1563.816547,,,11815.68475,68%
ALVARO OBREGON_(FRACC),9230,1290.96,19.37394066,-99.03704094,Iztapalapa,CDMX,6,0,624.6666667,,,2171.778175,68%
JOSE MA MORELOS Y PAVON (U HAB),9230,1290.96,19.3737154,-99.02713857,Iztapalapa,CDMX,6,0,572.1666667,,,2171.945955,68%
PEDREGAL DE STO DOMINGO II,4369,1536.389726,19.33359709,-99.16160603,Coyoacán,CDMX,36,0,785.0833333,,,2587.866715,68%
EL RODEO,1270,1020.41,19.38049884,-99.20857121,Álvaro Obregón,CDMX,2,0,575,,,1719.731335,69%
PARAISO (AMPL),9230,1290.96,19.37751254,-99.0325134,Iztapalapa,CDMX,7,0,344.4285714,,,2177.545498,69%
SAN MIGUEL ZAPOTITLA,13700,1144.494962,19.30686803,-99.03904985,Tlahuac,CDMX,2,0,1875,,,1931.936094,69%
CAMPAMENTO 2 DE OCTUBRE II,8930,1332,19.3849573,-99.11947195,Iztacalco,CDMX,11,0,782.3636364,,,2249.72271,69%
LA JOYA,9230,1290.96,19.37283089,-99.03134182,Iztapalapa,CDMX,8,0,492.75,,,2181.943226,69%
AJUSCO HUAYAMILPAS,4300,1467.791616,19.32253483,-99.15157497,Coyoacán,CDMX,15,0,661.1333333,,,2485.956392,69%
REFORMA POLITICA II,9750,1282.098655,19.33881996,-99.03251704,Iztapalapa,CDMX,9,0,1453,,,2183.746185,70%
TEPEACA (AMPL),1550,1057.83,19.36102135,-99.23459373,Álvaro Obregón,CDMX,19,0,717.5263158,,,1802.09535,70%
CANANEA (U HAB),9969,1259.951985,19.29200086,-99.06810092,Iztapalapa,CDMX,1,0,900,,,2146.539585,70%
SANTA MARTHA ACATITLA SUR (AMPL),9570,1256.98,19.36421451,-99.02138434,Iztapalapa,CDMX,0,0,0,,,2144.544078,71%
AVE REAL,1550,1057.83,19.36143728,-99.23769831,Álvaro Obregón,CDMX,20,0,637.9,,,1807.221556,71%
MIRADOR DEL VALLE,14658,1099.59171,19.25634326,-99.1823338,Tlalpan,CDMX,2,0,914.5,,,1880.915842,71%
DE LA CANDELARIA (PBLO),4300,1528.864591,19.33143151,-99.14787196,Coyoacán,CDMX,42,0,598.0714286,,,2617.694781,71%
CANTERA PUENTE DE PIEDRA,14900,2558.823699,19.2991218,-99.16447213,Tlalpan,CDMX,93,3,739.4408602,,,4381.420708,71%
AVE REAL (AMPL),1120,1057.83,19.36215639,-99.23545268,Álvaro Obregón,CDMX,22,0,691.1363636,,,1816.794894,72%
PUNTA DE CEHUAYO,1540,1057.83,19.36070141,-99.24133369,Álvaro Obregón,CDMX,22,0,553.9545455,,,1817.2333,72%
VISTA HERMOSA,10379,1226.31,19.31279191,-99.25337822,Magdalena Contreras,CDMX,4,0,879.25,,,2107.131276,72%
NUEVA DIAZ ORDAZ,4300,1492.17,19.32540574,-99.14734028,Coyoacán,CDMX,32,0,636.59375,,,2568.854318,72%
CITLALLI,9828,1250.613452,19.33991025,-99.02274061,Iztapalapa,CDMX,3,0,502,,,2157.554988,73%
EL BATAN,1508,1043.72,19.35471151,-99.25912009,Álvaro Obregón,CDMX,19,0,756.1052632,,,1801.972059,73%
SANTA LUCIA REACOMODO,1500,1043.72,19.35570526,-99.25906867,Álvaro Obregón,CDMX,19,0,756.1052632,,,1801.972059,73%
SAN LORENZO XICOTENCATL (PBLO),9140,1254.265714,19.38380529,-99.02707329,Iztapalapa,CDMX,5,0,363.4,,,2167.741398,73%
REFORMA POLITICA I,9730,1253.011284,19.33723298,-99.02909319,Iztapalapa,CDMX,5,0,401.2,,,2167.620596,73%
AJUSCO II,4300,1435.46,19.32017441,-99.16138304,Coyoacán,CDMX,15,0,635.1333333,,,2486.039483,73%
AJUSCO I,4300,1440.621972,19.32452379,-99.15570047,Coyoacán,CDMX,17,0,620.2352941,,,2495.830565,73%
TLACOYAQUE,1600,994.9908889,19.32147897,-99.26525448,Álvaro Obregón,CDMX,3,0,382,,,1725.219862,73%
AJUSCO III,4300,1451.655541,19.31458183,-99.16459789,Coyoacán,CDMX,22,0,874.9545455,,,2519.375208,74%
TETLALPAN,1507,1043.72,19.35459634,-99.25777875,Álvaro Obregón,CDMX,24,0,728.5,,,1826.418957,75%
ADOLFO RUIZ CORTINES I,4369,1433.814164,19.32098279,-99.14739935,Coyoacán,CDMX,21,0,572.2380952,,,2515.470897,75%
SAN GREGORIO ATLAPULCO (PBLO),16640,1006.957584,19.25337484,-99.05702744,Xochimilco,CDMX,1,0,617,,,1768.815204,76%
OJO DE AGUA,13450,1093.15088,19.289271,-99.01258398,Tlahuac,CDMX,0,0,0,,,1928.184767,76%
SANTA INES,2140,1448.32,19.49373328,-99.19120053,Azcapotzalco,CDMX,13,0,562.6923077,,,2584.707176,78%
TEXCOCO EL SALADO,9140,1199.91,19.37446712,-99.005225,Iztapalapa,CDMX,1,0,240,,,2148.648819,79%
FUENTES DE ZARAGOZA (U HAB),9510,1199.91,19.36933539,-99.00727076,Iztapalapa,CDMX,1,0,240,,,2148.648819,79%
SOLIDARIDAD EL SALADO (U HAB),9540,1199.91,19.37287018,-99.00696757,Iztapalapa,CDMX,1,0,240,,,2148.648819,79%
ARTURO GAMIZ,1506,1043.72,19.35523859,-99.25481401,Álvaro Obregón,CDMX,34,0,879.2941176,,,1874.654402,80%
TLACOYAQUE (AMPL),1859,961.2532877,19.32214243,-99.26825189,Álvaro Obregón,CDMX,4,0,436.5,,,1729.917426,80%
LOS PICOS VI B,9430,1955.51,19.37973415,-99.10471481,Iztapalapa,CDMX,3,2,853,,,3527.511586,80%
DESARROLLO URBANO QUETZALCOATL  I,9760,1190.660134,19.33235637,-99.03942769,Iztapalapa,CDMX,3,0,3467,,,2148.079412,80%
LA JOYITA,9530,1199.91,19.37585486,-99.02639064,Iztapalapa,CDMX,5,0,640.6,,,2166.855519,81%
GOLONDRINAS,1210,973.78,19.3785561,-99.21319415,Álvaro Obregón,CDMX,10,0,387.7,,,1759.303794,81%
PEDREGAL DE SANTA URSULA II,4600,1435.46,19.30838063,-99.15033709,Coyoacán,CDMX,37,0,532.2162162,,,2593.546565,81%
CUCHILLA DE PADIERNA,14240,1053.035881,19.27605,-99.2186031,Tlalpan,CDMX,7,0,621.4285714,,,1906.211119,81%
LOMAS DE CAPULIN,1110,956.3257955,19.3126989,-99.26875651,Álvaro Obregón,CDMX,7,0,1094,,,1742.431387,82%
DOLORES TLALI,14654,1037.964,19.24209934,-99.1464322,Tlalpan,CDMX,4,0,750,,,1891.185023,82%
SANTIAGO ACAHUALTEPEC (PBLO),9730,1176.190639,19.35320464,-99.00334592,Iztapalapa,CDMX,1,0,800,,,2146.859166,83%
EL MOLINO,9960,1183.081126,19.29766726,-99.06805345,Iztapalapa,CDMX,6,0,3908.333333,,,2161.284201,83%
ATACAXCO,10379,1156.329747,19.31521758,-99.25143431,Magdalena Contreras,CDMX,5,0,587.4,,,2112.935709,83%
GOLONDRINAS 2DA SECCION,1210,973.78,19.37641635,-99.21691245,Álvaro Obregón,CDMX,15,0,1269.2,,,1780.845364,83%
CEDRO CHICO,1299,998.3257143,19.35384292,-99.25806652,Álvaro Obregón,CDMX,24,0,728.5,,,1826.418957,83%
GRANJAS ESTRELLA I,9890,1571.953932,19.32425891,-99.08727732,Iztapalapa,CDMX,10,1,413.9,,,2877.47785,83%
MILPA DEL CEDRO,1505,1026.066667,19.35359241,-99.25692152,Álvaro Obregón,CDMX,35,0,831.3142857,,,1879.679472,83%
JALALPA,1209,954.3390265,19.37910072,-99.22862121,Álvaro Obregón,CDMX,10,0,1764.6,,,1754.903483,84%
PEDREGAL DE STO DOMINGO VII,4369,1340.926688,19.3188122,-99.16942657,Coyoacán,CDMX,14,0,528,,,2481.510125,85%
LA MEXICANA (AMPL),1260,961.1310526,19.38371633,-99.2281489,Álvaro Obregón,CDMX,14,0,381.2857143,,,1778.811234,85%
VILLA SOLIDARIDAD,1275,958.4197872,19.38313984,-99.21936425,Álvaro Obregón,CDMX,14,0,1079.857143,,,1776.578733,85%
ROMA SUR II,6760,5011.361579,19.40408133,-99.1634206,Cuauhtémoc,CDMX,875,4,1166.587429,,,9308.010491,86%
TEPOPOTLA,1538,973.1437634,19.36206991,-99.25153514,Álvaro Obregón,CDMX,21,0,650.8095238,,,1812.052035,86%
LAS PALMAS,10610,1133.729284,19.3133558,-99.25057341,Magdalena Contreras,CDMX,5,0,587.4,,,2112.935709,86%
DESARROLLO URBANO QUETZALCOATL  II,9828,1175.6,19.32835959,-99.04340089,Iztapalapa,CDMX,11,0,255.0909091,,,2197.317945,87%
1A AMPLIACION SANTIAGO ACAHUALTEPEC,9828,1151.251908,19.3522737,-99.00820941,Iztapalapa,CDMX,2,0,505,,,2152.673665,87%
LA CANDELARIA TICOMAN (BARR),7360,1208.901811,19.52115516,-99.1359427,Gustavo A. Madero,CDMX,2,0,600,,,2260.549719,87%
ALLEPETLALI (U HAB),9960,1145.91,19.28874275,-99.06707943,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
F P F V (PREDIO EL MOLINO) ( U HAB),9960,1145.91,19.2881479,-99.06985311,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
HUASIPUNGO (U HAB),9960,1145.91,19.28932673,-99.07287533,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
MOYOCOYANI (U HAB),9960,1145.91,19.28909242,-99.06995347,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
NA HAL TI (U HAB),9960,1145.91,19.28842526,-99.0707423,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
NUEVA GENERACION (U HAB),9960,1145.91,19.28876583,-99.07274744,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
RINCONADA EL MOLINO,9960,1145.91,19.28654902,-99.069482,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
TLALTENCO (U HAB),9960,1145.91,19.29006656,-99.06836648,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
LA PLANTA,9960,1145.91,19.29407295,-99.06383835,Iztapalapa,CDMX,0,0,0,,,2144.544078,87%
TLANEZICALLI (U HAB),9960,1145.91,19.29080048,-99.07513152,Iztapalapa,CDMX,3,0,3916.666667,,,2146.642363,87%
STA MA AZTAHUACAN (PBLO),9830,1146.08538,19.3503396,-99.02370833,Iztapalapa,CDMX,1,0,500,,,2147.817909,87%
PEDREGAL DE SN NICOLAS 4A SECC I,14738,999.628663,19.27729081,-99.23982839,Tlalpan,CDMX,2,0,1680,,,1878.469449,88%
PEDREGAL DE STO DOMINGO VIII,4360,1304.97,19.32318342,-99.17167773,Coyoacán,CDMX,8,0,457.5,,,2452.505018,88%
AMPLIACION MIGUEL HIDALGO 4A SECC,14657,1021.547226,19.27297696,-99.21020052,Tlalpan,CDMX,10,0,751.9,,,1920.409363,88%
LA PALMITA,1110,951.2946825,19.38414512,-99.22637366,Álvaro Obregón,CDMX,16,0,399.6875,,,1788.495896,88%
MINAS POLVORILLA (U HAB),9750,1148.05,19.31417365,-99.0447605,Iztapalapa,CDMX,4,0,985.25,,,2160.882348,88%
PLENITUD (U HAB),9970,1145.91,19.29916526,-99.08115478,Iztapalapa,CDMX,5,0,3734.8,,,2156.967045,88%
JUVENTINO ROSAS II,8730,1222,19.39096716,-99.10604404,Iztacalco,CDMX,22,0,479.4545455,,,2304.279839,89%
JARDINES DE SAN LORENZO,9960,1145.91,19.29546467,-99.07347825,Iztapalapa,CDMX,6,0,3908.333333,,,2161.284201,89%
USCOVI (U HAB),9960,1145.91,19.2939525,-99.06896312,Iztapalapa,CDMX,6,0,3908.333333,,,2161.284201,89%
SAN BARTOLO AMEYALCO,10010,1118.219238,19.32691537,-99.24454072,Magdalena Contreras,CDMX,5,0,1632,,,2109.597366,89%
CARMEN SERDAN ( U HAB),9970,1145.91,19.2992385,-99.0800019,Iztapalapa,CDMX,7,0,3482,,,2167.518417,89%
VALLE DE SAN LORENZO I,9970,1145.91,19.29773267,-99.07727776,Iztapalapa,CDMX,7,0,3482,,,2167.518417,89%
VALLE DE SAN LORENZO II,9970,1145.91,19.30174338,-99.07828693,Iztapalapa,CDMX,7,0,3482,,,2167.518417,89%
PEDREGAL DE STO DOMINGO III,4300,1339.982471,19.33124301,-99.16429578,Coyoacán,CDMX,25,0,483.24,,,2535.242259,89%
INSURGENTES,9830,1138.160887,19.33105393,-99.05340373,Iztapalapa,CDMX,2,0,200,,,2153.648387,89%
AIDEE SOLS CRDENAS-MATAS ROMERO (U HAB),7280,1191.33,19.53356919,-99.14599881,Gustavo A. Madero,CDMX,1,0,250,,,2256.796517,89%
COOPERATIVA LUIS ENRIQUE RODRGUEZ OROZCO (U HAB),7280,1191.33,19.53055009,-99.14226247,Gustavo A. Madero,CDMX,1,0,250,,,2256.796517,89%
EL ARBOLILLO 2 (U HAB),7280,1191.33,19.53410348,-99.14455693,Gustavo A. Madero,CDMX,1,0,250,,,2256.796517,89%
EL ARBOLILLO 3 (U HAB),7280,1191.33,19.53789915,-99.14489577,Gustavo A. Madero,CDMX,1,0,250,,,2256.796517,89%
PEDREGAL DE STO DOMINGO V,4360,1304.97,19.32558425,-99.16681603,Coyoacán,CDMX,12,0,413.9166667,,,2472.131243,89%
SANTIAGO TULYEHUALCO (PBLO),16790,931.1356204,19.2561432,-99.01393204,Xochimilco,CDMX,0,0,0,,,1765.915283,90%
LOMAS DEL PEDREGAL,14240,996.73,19.27389664,-99.21831174,Tlalpan,CDMX,4,0,587.5,,,1891.704342,90%
SANTA CECILIA,13210,1019.819829,19.27932222,-99.00602359,Tlahuac,CDMX,2,0,238,,,1937.167635,90%
PEDREGAL DE STO DOMINGO VI,4300,1304.97,19.32364712,-99.16526348,Coyoacán,CDMX,14,0,482.6428571,,,2481.655078,90%
LOMAS DE MEMETLA,5330,1797.596596,19.35652935,-99.28804074,Cuajimalpa,CDMX,79,1,1069.126582,,,3427.892924,91%
SANTA CRUZ MEYEHUALCO (U HAB) I,9830,1136.842733,19.34596257,-99.03880159,Iztapalapa,CDMX,5,0,303.2,,,2167.933786,91%
ADOLFO RUIZ CORTINES II,4330,1304.97,19.31778764,-99.15489952,Coyoacán,CDMX,16,0,977.375,,,2489.817479,91%
SAN LORENZO ACOPILCO (PBLO),5410,1242.593383,19.33022864,-99.32614126,Cuajimalpa,CDMX,3,0,1000,,,2372.322786,91%
PEDREGAL DE STO DOMINGO IV,4309,1304.97,19.32873374,-99.16671298,Coyoacán,CDMX,16,0,404.1875,,,2491.649277,91%
JUVENTINO ROSAS I,8740,1197,19.39256829,-99.11078451,Iztacalco,CDMX,22,0,517.4545455,,,2304.158398,92%
ANAHUAC LAGO SUR,11820,2794.63718,19.44517193,-99.18750076,Miguel Hidalgo,CDMX,269,3,1559.037175,,,5398.496347,93%
LA CAADA,16800,914.16,19.23996268,-99.11973211,Xochimilco,CDMX,0,0,0,,,1765.915283,93%
ROMA SUR I,6760,4903.855913,19.40839796,-99.1629922,Cuauhtémoc,CDMX,1191,2,1361.638959,,,9475.777199,93%
PARAJE ZACATEPEC,9660,1112.814496,19.3553461,-99.01820123,Iztapalapa,CDMX,2,0,355,,,2153.153037,93%
SANTA CRUZ MEYEHUALCO (U HAB) II,9830,1111.549108,19.34790052,-99.04523327,Iztapalapa,CDMX,2,0,662.5,,,2152.170325,94%
MIXCOATL,9920,1134.53,19.32434891,-99.04759774,Iztapalapa,CDMX,12,0,503.8333333,,,2201.394747,94%
PALMITAS,9730,1108.55,19.33508451,-99.02645376,Iztapalapa,CDMX,5,0,401.2,,,2167.620596,96%
SANTA MARIA TOMATLAN (PBLO),9870,1460.53,19.3245402,-99.10065923,Iztapalapa,CDMX,8,1,833.125,,,2866.394616,96%
FUEGO NUEVO,9890,1460.53,19.33247595,-99.09926664,Iztapalapa,CDMX,8,1,649.875,,,2866.980248,96%
12 DE DICIEMBRE,9870,1460.53,19.32995621,-99.10014089,Iztapalapa,CDMX,8,1,418.625,,,2867.719279,96%
SAN ANDRES TOMATLAN (PBLO),9900,1460.53,19.32826731,-99.10536204,Iztapalapa,CDMX,9,1,765,,,2871.484066,97%
SANTA MARIA TOMATLAN,9870,1460.53,19.32666194,-99.0981321,Iztapalapa,CDMX,9,1,395.4444444,,,2872.665095,97%
SAN MIGUEL,8900,1158,19.39192428,-99.11695229,Iztacalco,CDMX,18,0,637.5,,,2284.287814,97%
SANTA MARIA TOMATLAN (AMPL),9890,1453.658518,19.32938072,-99.09626173,Iztapalapa,CDMX,8,1,412.375,,,2867.739253,97%
MONTE ALBAN,9570,1087.8,19.3544605,-99.02047137,Iztapalapa,CDMX,1,0,500,,,2147.817909,97%
EL EDEN,9530,1087.8,19.36461133,-99.01433168,Iztapalapa,CDMX,1,0,400,,,2148.13749,97%
SAN SEBASTIAN TECOLOXTITLAN (PBLO),9570,1087.8,19.36170031,-99.01583859,Iztapalapa,CDMX,1,0,400,,,2148.13749,97%
PREDIO SANTA CRUZ MEYEHUALCO,9290,1087.8,19.35174164,-99.04829801,Iztapalapa,CDMX,2,0,947.5,,,2151.259519,98%
2A AMPLIACION SANTIAGO ACAHUALTEPEC I,9698,1090.010329,19.3485045,-99.01403314,Iztapalapa,CDMX,3,0,503.3333333,,,2157.550727,98%
PEDREGAL DE STO DOMINGO IX,4360,1304.97,19.32940983,-99.17161947,Coyoacán,CDMX,35,0,482.4285714,,,2583.962206,98%
DIAMANTE,14657,947.65,19.27128309,-99.19266363,Tlalpan,CDMX,2,0,308,,,1882.8541,99%
SN JUAN  TEPEXIMILPA (AMPL),14657,947.65,19.27266966,-99.19276051,Tlalpan,CDMX,2,0,308,,,1882.8541,99%
SN JUAN TEPEXIMILPA,14657,947.65,19.27331091,-99.19013904,Tlalpan,CDMX,4,0,439,,,1892.17892,100%
LOMA BONITA-AMPLIACION TEPEXIMILPA,14657,941.8154348,19.27052282,-99.1922805,Tlalpan,CDMX,2,0,308,,,1882.8541,100%
QUIAHUATLA,13090,964.22,19.26040418,-99.00377252,Tlahuac,CDMX,0,0,0,,,1928.184767,100%
TIERRA Y LIBERTAD,13429,964.22,19.26107146,-99.00682688,Tlahuac,CDMX,0,0,0,,,1928.184767,100%
MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,14659,947.3454749,19.25175276,-99.18347372,Tlalpan,CDMX,5,0,1170,,,1894.714518,100%
CARLOS HANK GONZALEZ,9750,1081.183429,19.33156075,-99.04737987,Iztapalapa,CDMX,4,0,207.75,,,2163.36709,100%
SAN JOSE,13040,964.22,19.27605538,-98.99586165,Tlahuac,CDMX,1,0,230,,,1932.321466,100%
LA HABANA,13050,964.22,19.26796623,-98.99572608,Tlahuac,CDMX,1,0,230,,,1932.321466,100%
SANTA ROSA XOCHIAC (PBLO),1830,865.8377866,19.32841171,-99.28540909,Álvaro Obregón,CDMX,6,0,848.3333333,,,1738.344756,101%
SAN BERNABE OCOTEPEC (PBLO),10600,1058.362764,19.31582114,-99.25802773,Magdalena Contreras,CDMX,8,0,1303.25,,,2125.263194,101%
CHIMILLI,14749,931.31,19.26962455,-99.21807021,Tlalpan,CDMX,0,0,0,,,1874.094939,101%
BELVEDERE,14748,931.31,19.26931138,-99.22702401,Tlalpan,CDMX,1,0,450,,,1877.52856,102%
SELENE (AMPL),13450,964.22,19.28661796,-98.99450584,Tlahuac,CDMX,4,0,245,,,1946.888735,102%
MIRADOR I,14749,931.31,19.27131807,-99.21939779,Tlalpan,CDMX,2,0,600,,,1881.920924,102%
MIRADOR II,14749,931.31,19.27022962,-99.2231328,Tlalpan,CDMX,2,0,475,,,1882.3204,102%
SANTA MARIA AZTAHUACAN (EJ) II,9750,1068.743799,19.3498218,-99.03271489,Iztapalapa,CDMX,4,0,270,,,2163.168151,102%
SANTA INES,16870,871.891117,19.23474037,-99.11500607,Xochimilco,CDMX,0,0,0,,,1765.915283,103%
LOMAS ALTAS DE PADIERNA SUR,14748,931.31,19.27315454,-99.2262846,Tlalpan,CDMX,3,0,583.3333333,,,1886.845923,103%
BOSQUE DE TEPEXIMILPA,14657,947.65,19.27503177,-99.18828741,Tlalpan,CDMX,10,0,514.9,,,1921.16677,103%
SELENE 2da SECC,13430,968.5729494,19.28495134,-99.00483565,Tlahuac,CDMX,8,0,242.75,,,1966.382867,103%
SELENE 1a SECC,13460,965.8234579,19.29245165,-99.00280243,Tlahuac,CDMX,7,0,242,,,1961.513528,103%
ANAHUAC DOS LAGOS,11460,2970.45,19.44346258,-99.18933072,Miguel Hidalgo,CDMX,402,3,1728.773632,,,6045.894708,104%
