nombre_col,codigo_postal,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado
SANTA BARBARA (PBLO),2230,2463.126467,19.49603039,-99.17840171,Azcapotzalco,CDMX
SANTA CATARINA (PBLO),2230,2541.94,19.49162407,-99.17416272,Azcapotzalco,CDMX
SANTA CRUZ ACAYUCAN (PBLO),2770,2159.84,19.47559072,-99.19458817,Azcapotzalco,CDMX
SANTA CRUZ DE LAS SALINAS,2300,2534.574694,19.48771584,-99.15569641,Azcapotzalco,CDMX
SANTA INES,2140,1448.32,19.49373328,-99.19120053,Azcapotzalco,CDMX
SANTA LUCIA (BARR),2000,2329.361696,19.48008521,-99.19609818,Azcapotzalco,CDMX
SANTA MARIA MALINALCO (PBLO),2000,1885.2,19.47816808,-99.18179418,Azcapotzalco,CDMX
SANTIAGO AHUIZOTLA (PBLO),2700,1703.821986,19.4757582,-99.21067865,Azcapotzalco,CDMX
SANTO DOMINGO (PBLO),2000,2876.503884,19.48606872,-99.19116258,Azcapotzalco,CDMX
SANTO TOMAS,2020,2541.94,19.48453406,-99.17827774,Azcapotzalco,CDMX
SECTOR NAVAL,2060,2519.104758,19.47001343,-99.17685264,Azcapotzalco,CDMX
SINDICATO MEXICANO DE ELECTRICISTAS,2000,2285.759483,19.47420755,-99.17874294,Azcapotzalco,CDMX
TEZOZOMOC,2459,1989.34,19.4893404,-99.198069,Azcapotzalco,CDMX
TIERRA NUEVA,2130,2518.781843,19.49962665,-99.20070093,Azcapotzalco,CDMX
TLATILCO,2800,1832.42,19.46066605,-99.16281019,Azcapotzalco,CDMX
TLATILCO (U HAB),2800,2487.878824,19.46279916,-99.16392858,Azcapotzalco,CDMX
TRABAJADORES DEL HIERRO,2650,2581.3,19.47841078,-99.15115787,Azcapotzalco,CDMX
UN HOGAR PARA CADA TRABAJADOR,2050,2779.6,19.47372175,-99.17619285,Azcapotzalco,CDMX
VICTORIA DE LAS DEMOCRACIAS,2800,2235.303756,19.46845385,-99.16416181,Azcapotzalco,CDMX
VILLAS AZCAPOTZALCO (U HAB),2169,2836.82,19.48973637,-99.19196101,Azcapotzalco,CDMX
XOCHINAHUAC (U HAB),2000,2541.94,19.50783385,-99.19452254,Azcapotzalco,CDMX
